ymd,taavg,hmavg,wl,fw,rf
2014-11-24,8.0,89.5,0.0125,0.0,1.0
2014-11-25,9.1,67.8,0.1425,0.0,0.0
2014-11-26,8.9,58.8,0.1358,0.0,0.0
2014-11-27,7.8,73.5,0.1271,0.0,0.0
2014-11-28,8.3,85.0,0.0846,0.0,2.0
2014-11-29,8.7,76.8,0.0963,0.0,0.0
2014-11-30,8.2,91.7,0.065,0.0,10.0
2014-12-01,0.7,62.2,0.02,0.0,1.0
2014-12-02,-5.1,37.8,0.1625,0.0,0.0
2014-12-03,-2.9,78.2,0.1763,0.0,0.0
2014-12-04,-3.5,61.1,0.2296,0.0,0.0
2014-12-05,-5.8,48.5,0.1533,0.0,0.0
2014-12-06,-5.5,56.9,0.1125,0.0,0.0
2014-12-07,-4.2,59.5,0.1592,0.0,0.0
2014-12-08,-1.8,60.9,0.1213,0.0,0.0
2014-12-09,-4.2,60.7,0.0725,0.0,0.0
2014-12-10,-0.7,70.9,0.0725,0.0,0.0
2014-12-11,0.4,61.2,0.1071,0.0,0.0
2014-12-12,-3.0,66.5,0.0613,0.0,0.0
2014-12-13,-5.1,52.7,0.0292,0.0,0.0
2014-12-14,-4.6,61.4,-0.0229,0.0,0.0
2014-12-15,-0.1,76.5,-0.03,0.0,3.0
2014-12-16,-3.2,61.5,0.0504,0.0,8.0
2014-12-17,-8.5,39.2,0.0446,0.0,0.0
2014-12-18,-9.7,47.3,0.05,0.0,0.0
2014-12-19,-6.7,67.8,0.0467,0.0,0.0
2014-12-20,-1.7,63.6,0.0604,0.0,1.0
2014-12-21,-6.2,57.8,-0.0225,0.0,0.0
2014-12-22,-7.1,75.9,-0.03,0.0,0.0
2014-12-23,-4.8,81.8,0.0408,0.0,0.0
2014-12-24,0.7,76.3,0.06,0.0,0.0
2014-12-25,-3.4,57.0,0.06,0.0,0.0
2014-12-26,-5.9,60.5,-0.0258,0.0,0.0
2014-12-27,-5.2,67.3,0.0417,0.0,0.0
2014-12-28,-3.5,73.8,0.0129,0.0,0.0
2014-12-29,0.5,77.5,-0.03,0.0,0.0
2014-12-30,1.1,63.0,0.0267,0.0,0.0
2014-12-31,-2.5,67.4,0.0525,0.0,1.0
2015-01-01,-7.3,39.8,0.0492,0.0,0.0
2015-01-02,-6.2,48.5,-0.0279,0.0,0.0
2015-01-03,-6.4,62.5,0.0692,0.0,0.0
2015-01-04,0.0,73.0,-0.0246,0.0,0.0
2015-01-05,0.9,86.3,-0.03,0.0,0.0
2015-01-06,-0.5,61.7,0.1217,0.0,0.0
2015-01-07,-6.1,41.8,0.115,0.0,0.0
2015-01-08,-6.2,58.2,0.0517,0.0,0.0
2015-01-09,-4.2,69.4,0.0433,0.0,0.0
2015-01-10,-2.1,62.3,0.0421,0.0,0.0
2015-01-11,-0.5,63.1,-0.03,0.0,0.0
2015-01-12,-4.2,57.6,-0.03,0.0,0.0
2015-01-13,-2.5,67.9,0.0175,0.0,0.0
2015-01-14,0.1,73.0,0.0263,0.0,0.0
2015-01-15,1.9,65.9,0.0371,0.0,0.0
2015-01-16,-0.8,80.2,0.0192,0.0,0.0
2015-01-17,-3.4,49.3,0.1017,0.0,0.0
2015-01-18,-3.2,65.9,-0.03,0.0,1.0
2015-01-19,1.4,63.8,-0.03,0.0,1.0
2015-01-20,-1.3,68.0,0.0171,0.0,0.0
2015-01-21,1.5,73.6,0.0217,0.0,0.0
2015-01-22,2.5,82.7,0.0296,0.0,1.0
2015-01-23,0.0,77.6,0.0438,0.0,0.0
2015-01-24,1.6,71.3,0.0479,0.0,0.0
2015-01-25,2.0,77.1,0.0413,0.0,1.0
2015-01-26,3.9,95.3,0.0246,0.0,1.0
2015-01-27,-0.8,62.3,0.0575,0.0,0.0
2015-01-28,-4.4,62.5,0.0629,0.0,0.0
2015-01-29,-1.0,76.8,0.0417,0.0,0.0
2015-01-30,-1.4,57.4,0.1146,0.0,0.0
2015-01-31,-5.0,51.5,0.1079,0.0,0.0
2015-02-01,-4.4,56.8,0.0433,0.0,0.0
2015-02-02,-2.8,59.4,-0.0296,0.0,0.0
2015-02-03,-1.7,60.0,0.0433,0.0,0.0
2015-02-04,-1.0,62.8,0.1021,0.0,0.0
2015-02-05,0.4,61.8,0.0967,0.0,0.0
2015-02-06,0.2,58.7,0.0342,0.0,0.0
2015-02-07,-0.3,67.7,0.0758,0.0,0.0
2015-02-08,-6.7,34.1,-0.03,0.0,0.0
2015-02-09,-6.4,51.7,-0.03,0.0,0.0
2015-02-10,1.8,61.2,0.0225,0.0,0.0
2015-02-11,3.1,60.2,0.0058,0.0,0.0
2015-02-12,-1.7,40.0,0.0254,0.0,0.0
2015-02-13,-2.5,38.8,0.0771,0.0,0.0
2015-02-14,-0.4,66.2,0.0754,0.0,0.0
2015-02-15,4.7,62.7,-0.03,0.0,0.0
2015-02-16,4.4,81.1,-0.0279,0.0,10.0
2015-02-17,2.3,77.6,0.2396,0.0,1.0
2015-02-18,1.0,76.7,0.1808,0.0,0.0
2015-02-19,1.6,70.2,0.02,0.0,0.0
2015-02-20,2.8,61.6,0.0013,0.0,0.0
2015-02-21,5.9,70.7,0.06,0.0,4.0
2015-02-22,4.6,78.5,0.0338,0.0,3.0
2015-02-23,1.5,56.2,0.2871,0.0,0.0
2015-02-24,1.4,60.5,0.2921,0.0,0.0
2015-02-25,4.9,51.1,0.2525,0.0,0.0
2015-02-26,2.6,48.5,0.2554,0.0,0.0
2015-02-27,-1.6,35.3,0.25,0.0,0.0
2015-02-28,1.1,50.8,0.1621,0.0,0.0
2015-03-01,2.3,63.1,0.0917,0.0,0.0
2015-03-02,1.8,48.3,0.0121,0.0,0.0
2015-03-03,3.6,57.1,0.215,0.0,0.0
2015-03-04,-1.3,36.6,0.1558,0.0,0.0
2015-03-05,-1.6,48.0,0.1467,0.0,0.0
2015-03-06,1.9,47.6,0.1146,0.0,0.0
2015-03-07,2.9,45.2,0.1075,0.0,0.0
2015-03-08,5.8,43.2,-0.0233,0.0,0.0
2015-03-09,3.9,38.6,-0.03,0.0,0.0
2015-03-10,-3.2,27.6,0.0458,0.0,0.0
2015-03-11,0.3,37.8,0.1096,0.0,0.0
2015-03-12,1.3,34.0,0.1096,0.0,0.0
2015-03-13,5.2,49.3,0.085,0.0,8.0
2015-03-14,3.3,41.3,0.0554,0.0,0.0
2015-03-15,4.7,44.0,-0.0254,0.0,0.0
2015-03-16,7.3,40.2,-0.0104,0.0,0.0
2015-03-17,9.5,42.5,0.0754,0.0,0.0
2015-03-18,8.5,72.3,0.1692,0.0,19.0
2015-03-19,12.2,62.7,0.4175,0.0,0.0
2015-03-20,12.2,51.5,0.3763,0.0,0.0
2015-03-21,10.6,37.3,0.3313,0.0,0.0
2015-03-22,8.2,39.6,0.3017,0.0,0.0
2015-03-23,4.0,32.1,0.25,0.0,0.0
2015-03-24,4.0,35.4,0.2004,0.0,0.0
2015-03-25,4.9,34.8,0.1838,0.0,0.0
2015-03-26,6.8,38.2,0.1463,0.0,0.0
2015-03-27,7.9,37.9,0.1383,0.0,0.0
2015-03-28,9.7,32.5,0.1017,0.0,0.0
2015-03-29,11.4,40.8,-0.0025,0.0,0.0
2015-03-30,13.2,51.3,0.0338,0.0,0.0
2015-03-31,10.8,78.8,0.1163,0.0,1.0
2015-04-01,10.9,76.9,0.1246,0.0,2.0
2015-04-02,14.2,60.5,0.1154,0.0,0.0
2015-04-03,12.6,80.9,0.2771,0.0,2.0
2015-04-04,11.8,58.8,0.3075,0.0,5.0
2015-04-05,9.8,88.1,0.2975,0.0,2.0
2015-04-06,10.5,77.0,0.3442,0.0,0.0
2015-04-07,8.1,67.1,0.3554,0.0,0.0
2015-04-08,8.6,55.3,0.3371,0.0,0.0
2015-04-09,9.3,57.0,0.3163,0.0,0.0
2015-04-10,10.4,50.5,0.2996,0.0,0.0
2015-04-11,12.1,45.1,0.2663,0.0,0.0
2015-04-12,12.7,37.2,0.1783,0.0,0.0
2015-04-13,11.5,46.3,0.17,0.0,0.0
2015-04-14,7.9,76.5,0.1783,0.0,12.0
2015-04-15,10.7,64.8,0.2033,0.0,5.0
2015-04-16,10.1,69.1,0.205,0.0,3.0
2015-04-17,10.3,47.1,0.2063,0.0,0.0
2015-04-18,13.1,40.1,0.195,0.0,0.0
2015-04-19,13.5,83.8,0.1988,0.0,9.0
2015-04-20,10.7,80.2,0.2929,0.0,10.0
2015-04-21,12.2,61.8,0.3663,0.0,0.0
2015-04-22,13.2,51.5,0.2521,0.0,0.0
2015-04-23,13.3,44.8,0.2563,0.0,0.0
2015-04-24,15.4,36.5,0.2488,0.0,0.0
2015-04-25,14.5,36.2,0.2271,0.0,0.0
2015-04-26,16.6,43.1,0.2038,0.0,0.0
2015-04-27,18.0,39.0,0.185,0.0,0.0
2015-04-28,17.8,46.3,0.1754,0.0,0.0
2015-04-29,16.7,76.8,0.1725,0.0,5.0
2015-04-30,19.1,63.0,0.18,0.0,0.0
2015-05-01,20.5,63.5,0.1592,0.0,0.0
2015-05-02,20.7,67.3,0.15,0.0,1.0
2015-05-03,19.1,79.3,0.15,0.0,0.0
2015-05-04,16.6,49.4,0.1404,0.0,0.0
2015-05-05,13.0,45.7,0.1254,0.0,0.0
2015-05-06,13.9,49.2,0.12,0.0,0.0
2015-05-07,15.5,44.3,0.115,0.0,0.0
2015-05-08,15.9,45.9,0.0917,0.0,0.0
2015-05-09,18.5,50.4,0.0758,0.0,0.0
2015-05-10,18.3,49.3,0.0792,0.0,0.0
2015-05-11,18.2,55.9,0.09,0.0,4.0
2015-05-12,15.6,61.8,0.1121,0.0,9.0
2015-05-13,19.4,46.5,0.0508,0.0,0.0
2015-05-14,21.5,51.0,0.0058,0.0,0.0
2015-05-15,20.8,69.2,-0.0175,0.0,0.0
2015-05-16,18.6,54.8,-0.0121,0.0,0.0
2015-05-17,17.0,44.1,-0.0279,0.0,0.0
2015-05-18,17.5,49.0,-0.03,0.0,0.0
2015-05-19,16.6,76.3,-0.03,0.0,4.0
2015-05-20,15.4,66.6,-0.0138,0.0,1.0
2015-05-21,17.8,53.0,-0.0058,0.0,0.0
2015-05-22,19.6,41.4,0.0217,0.0,0.0
2015-05-23,19.2,42.9,0.0129,0.0,0.0
2015-05-24,19.4,41.5,-0.0292,0.0,0.0
2015-05-25,19.8,44.0,-0.03,0.0,0.0
2015-05-26,20.7,43.8,-0.0333,0.0,0.0
2015-05-27,21.1,37.6,-0.0046,0.0,0.0
2015-05-28,23.1,40.4,-0.0158,0.0,0.0
2015-05-29,23.0,45.9,-0.0317,0.0,0.0
2015-05-30,18.9,67.1,-0.0646,0.0,0.0
2015-05-31,20.2,60.1,-0.0792,0.0,0.0
2015-06-01,21.0,54.5,-0.095,0.0,0.0
2015-06-02,23.2,49.8,-0.1129,0.0,0.0
2015-06-03,21.3,40.3,-0.12,0.0,0.0
2015-06-04,21.7,38.7,-0.1104,0.0,0.0
2015-06-05,16.7,65.1,-0.11,0.0,0.0
2015-06-06,19.6,56.0,-0.1246,0.0,0.0
2015-06-07,22.8,50.0,-0.13,0.0,0.0
2015-06-08,21.3,51.7,-0.14,0.0,0.0
2015-06-09,22.1,58.5,-0.1742,0.0,0.0
2015-06-10,25.2,47.0,-0.1642,0.0,0.0
2015-06-11,23.9,51.7,-0.15,0.0,2.0
2015-06-12,24.4,52.7,-0.15,0.0,0.0
2015-06-13,25.7,44.1,-0.15,0.0,0.0
2015-06-14,22.8,66.7,-0.15,0.0,5.0
2015-06-15,24.2,61.9,-0.1542,0.0,0.0
2015-06-16,23.8,66.2,-0.1763,0.0,0.0
2015-06-17,24.4,60.2,-0.1683,0.0,0.0
2015-06-18,25.0,48.3,-0.1533,0.0,0.0
2015-06-19,24.4,49.0,-0.15,0.0,0.0
2015-06-20,19.7,82.0,-0.0471,0.0,33.0
2015-06-21,22.5,64.9,-0.0113,0.0,0.0
2015-06-22,23.9,61.2,-0.0663,0.0,0.0
2015-06-23,24.9,59.8,-0.0083,0.0,0.0
2015-06-24,25.3,61.8,0.0283,0.0,0.0
2015-06-25,23.2,67.5,-0.0292,0.0,3.0
2015-06-26,20.4,82.2,0.2742,0.0,37.0
2015-06-27,23.3,62.7,0.3371,0.0,0.0
2015-06-28,24.5,66.4,0.2492,0.0,0.0
2015-06-29,25.6,60.1,0.2171,0.0,0.0
2015-06-30,23.9,63.4,0.1304,0.0,0.0
2015-07-01,23.0,59.6,0.0571,0.0,0.0
2015-07-02,22.9,59.0,-0.0296,0.0,0.0
2015-07-03,22.7,56.9,-0.0538,0.0,0.0
2015-07-04,21.9,56.6,-0.035,0.0,0.0
2015-07-05,23.6,55.9,-0.0575,0.0,0.0
2015-07-06,23.9,64.7,0.0025,0.0,1.0
2015-07-07,20.8,75.9,0.2242,0.0,4.0
2015-07-08,20.6,84.0,0.2088,0.0,16.0
2015-07-09,23.6,72.6,0.1833,0.0,0.0
2015-07-10,26.839282249911065,66.5,0.3175,0.0,0.0
2015-07-11,27.7,67.0,0.3342,0.0,1.0
2015-07-12,25.5,77.6,0.3038,0.0,7.0
2015-07-13,24.9,73.4,0.42,0.0,1.0
2015-07-14,25.6,69.2,0.41,0.0,0.0
2015-07-15,25.7,66.3,0.23,0.0,0.0
2015-07-16,23.4,48.0,0.21,0.0,0.0
2015-07-17,21.9,45.5,0.17,0.0,0.0
2015-07-18,24.1,53.1,0.1,0.0,0.0
2015-07-19,24.5,77.4,0.02,0.0,0.0
2015-07-20,26.6,71.3,0.01,0.0,0.0
2015-07-21,26.4,78.2,0.13,0.0,2.0
2015-07-22,27.5,77.7,0.27,0.0,19.0
2015-07-23,26.4,84.2,0.6,0.0,25.0
2015-07-24,24.7,96.4,0.72,0.3,78.0
2015-07-25,27.1,80.6,0.6,0.1,0.0
2015-07-26,28.0,67.1,0.39,0.0,0.0
2015-07-27,25.9,79.3,0.31,0.0,0.0
2015-07-28,27.6,72.3,0.3,0.0,0.0
2015-07-29,25.9,85.3,0.28,0.0,44.0
2015-07-30,28.9,74.7,0.22,0.0,0.0
2015-07-31,29.0,71.1,0.11,0.0,0.0
2015-08-01,28.1,71.0,0.07,0.0,0.0
2015-08-02,25.5,86.0,0.06,0.0,23.0
2015-08-03,28.0,68.8,0.21,0.0,0.0
2015-08-04,27.6,67.1,0.12,0.0,0.0
2015-08-05,27.6,69.2,0.11,0.0,0.0
2015-08-06,28.6,71.5,0.1,0.0,0.0
2015-08-07,29.1,68.8,0.09,0.0,0.0
2015-08-08,26.9,77.0,0.06,0.0,9.0
2015-08-09,26.4,73.5,0.11,0.0,0.0
2015-08-10,25.8,74.9,0.09,0.0,0.0
2015-08-11,25.0,80.7,0.11,0.0,0.0
2015-08-12,25.9,62.4,0.08,0.0,0.0
2015-08-13,25.1,72.0,0.09,0.0,0.0
2015-08-14,25.3,70.3,0.05,0.0,0.0
2015-08-15,25.5,71.3,0.04,0.0,0.0
2015-08-16,23.7,81.9,0.02,0.0,4.0
2015-08-17,24.2,73.9,0.02,0.0,0.0
2015-08-18,26.5,60.9,0.04,0.0,0.0
2015-08-19,25.4,67.5,0.04,0.0,0.0
2015-08-20,24.7,77.9,0.04,0.0,1.0
2015-08-21,23.8,81.2,0.06,0.0,3.0
2015-08-22,24.1,75.4,0.06,0.0,0.0
2015-08-23,24.8,71.6,0.01,0.0,0.0
2015-08-24,25.7,63.4,-0.02,0.0,0.0
2015-08-25,21.3,81.2,0.21,0.0,19.0
2015-08-26,22.0,67.4,0.21,0.0,0.0
2015-08-27,23.4,64.5,0.06,0.0,1.0
2015-08-28,21.6,78.3,0.01,0.0,0.0
2015-08-29,23.0,71.1,0.01,0.0,0.0
2015-08-30,23.3,68.7,0.01,0.0,6.0
2015-08-31,24.4,67.7,0.01,0.0,0.0
2015-09-01,24.0,64.2,0.0,0.0,2.0
2015-09-02,21.9,82.0,0.01,0.0,2.0
2015-09-03,22.3,79.1,0.02,0.0,1.0
2015-09-04,24.0,67.8,0.03,0.0,0.0
2015-09-05,21.8,79.3,0.01,0.0,15.0
2015-09-06,21.0,65.8,0.01,0.0,0.0
2015-09-07,20.5,59.2,0.01,0.0,0.0
2015-09-08,19.9,51.2,0.02,0.0,0.0
2015-09-09,19.0,57.0,0.01,0.0,0.0
2015-09-10,19.1,66.8,-0.01,0.0,0.0
2015-09-11,19.8,77.9,-0.03,0.0,4.0
2015-09-12,17.7,77.3,-0.01,0.0,12.0
2015-09-13,17.4,63.9,-0.01,0.0,0.0
2015-09-14,18.3,63.1,-0.01,0.0,0.0
2015-09-15,18.8,57.0,-0.02,0.0,0.0
2015-09-16,18.6,58.9,-0.02,0.0,0.0
2015-09-17,19.4,58.0,-0.03,0.0,0.0
2015-09-18,19.5,64.2,-0.06,0.0,0.0
2015-09-19,19.2,68.4,-0.02,0.0,0.0
2015-09-20,19.1,70.0,0.01,0.0,0.0
2015-09-21,19.5,66.8,0.01,0.0,0.0
2015-09-22,20.4,59.0,0.0,0.0,0.0
2015-09-23,18.5,68.8,-0.02,0.0,0.0
2015-09-24,20.3,71.2,-0.03,0.0,0.0
2015-09-25,20.7,65.2,0.03,0.0,0.0
2015-09-26,18.5,75.3,0.06,0.0,0.0
2015-09-27,18.5,67.5,0.0,0.0,0.0
2015-09-28,19.2,56.3,-0.03,0.0,0.0
2015-09-29,20.6,49.8,-0.05,0.0,0.0
2015-09-30,20.1,46.6,0.02,0.0,0.0
2015-10-01,17.7,78.0,0.25,0.0,24.0
2015-10-02,14.6,52.6,0.36,0.0,0.0
2015-10-03,17.9,61.5,0.31,0.0,0.0
2015-10-04,13.7,63.2,0.25,0.0,0.0
2015-10-05,15.2,64.0,0.16,0.0,0.0
2015-10-06,15.1,69.2,0.09,0.0,0.0
2015-10-07,16.1,69.9,0.07,0.0,0.0
2015-10-08,16.8,66.2,0.06,0.0,0.0
2015-10-09,15.1,50.7,0.06,0.0,0.0
2015-10-10,10.6,76.0,0.01,0.0,5.0
2015-10-11,10.3,80.2,0.01,0.0,4.0
2015-10-12,11.5,69.0,0.01,0.0,0.0
2015-10-13,11.5,69.1,0.06,0.0,0.0
2015-10-14,14.1,68.2,0.01,0.0,0.0
2015-10-15,14.2,68.6,0.02,0.0,0.0
2015-10-16,14.0,74.2,0.04,0.0,0.0
2015-10-17,14.9,74.1,0.03,0.0,0.0
2015-10-18,14.4,72.0,0.01,0.0,0.0
2015-10-19,15.0,71.0,0.01,0.0,0.0
2015-10-20,14.7,76.3,-0.02,0.0,0.0
2015-10-21,15.1,77.3,0.03,0.0,0.0
2015-10-22,16.2,70.1,0.03,0.0,0.0
2015-10-23,15.7,74.0,0.01,0.0,0.0
2015-10-24,14.7,78.2,-0.03,0.0,1.0
2015-10-25,13.8,59.7,-0.05,0.0,0.0
2015-10-26,15.0,52.6,-0.06,0.0,0.0
2015-10-27,12.9,66.2,0.0,0.0,22.0
2015-10-28,9.3,56.2,0.09,0.0,0.0
2015-10-29,8.7,46.1,0.08,0.0,1.0
2015-10-30,4.5,58.5,0.06,0.0,0.0
2015-10-31,3.3,56.7,0.05,0.0,0.0
2015-11-01,3.9,66.0,0.01,0.0,0.0
2015-11-02,8.1,64.7,-0.01,0.0,0.0
2015-11-03,7.6,77.4,-0.01,0.0,0.0
2015-11-04,7.5,73.4,0.03,0.0,0.0
2015-11-05,9.9,68.2,0.03,0.0,0.0
2015-11-06,12.0,65.2,0.03,0.0,1.0
2015-11-07,12.3,79.8,0.15,0.0,13.0
2015-11-08,12.4,80.0,0.2,0.0,8.0
2015-11-09,11.6,84.3,0.12,0.0,5.0
2015-11-10,10.4,76.3,0.08,0.0,0.0
2015-11-11,10.0,76.0,0.05,0.0,0.0
2015-11-12,12.2,70.5,0.03,0.0,0.0
2015-11-13,12.0,72.5,0.02,0.0,18.0
2015-11-14,12.7,90.7,0.23,0.0,7.0
2015-11-15,13.0,80.5,0.3,0.0,0.0
2015-11-16,11.3,88.3,0.28,0.0,11.0
2015-11-17,13.2,92.9,0.37,0.0,1.0
2015-11-18,11.3,65.8,0.37,0.0,2.0
2015-11-19,10.0,70.3,0.36,0.0,0.0
2015-11-20,9.9,80.3,0.34,0.0,0.0
2015-11-21,9.0,81.3,0.29,0.0,0.0
2015-11-22,11.9,69.0,0.22,0.0,0.0
2015-11-23,9.4,83.9,0.22,0.0,7.0
2015-11-24,7.6,68.9,0.2,0.0,0.0
2015-11-25,4.4,82.9,0.22,0.0,9.0
2015-11-26,-0.3,63.3,0.25,0.0,0.0
2015-11-27,-1.5,60.5,0.26,0.0,0.0
2015-11-28,1.0,67.8,0.25,0.0,0.0
2015-11-29,4.0,75.0,0.23,0.0,0.0
2015-11-30,4.7,74.3,0.23,0.0,0.0
2015-12-01,5.996582839823297,75.54783784730357,0.22,0.0,0.0
2015-12-02,5.1,79.5,0.22,0.0,8.0
2015-12-03,0.1,80.1,0.21,0.0,12.0
2015-12-04,-1.0,70.5,0.24,0.0,0.0
2015-12-05,3.0,71.8,0.25,0.0,0.0
2015-12-06,0.8,70.3,0.23,0.0,0.0
2015-12-07,0.7,72.5,0.23,0.0,0.0
2015-12-08,2.7,65.0,0.19,0.0,0.0
2015-12-09,2.4,75.1,0.17,0.0,0.0
2015-12-10,6.1,86.8,0.16,0.0,5.0
2015-12-11,7.1,61.5,0.21,0.0,0.0
2015-12-12,2.9,64.7,0.24,0.0,0.0
2015-12-13,4.1,68.8,0.24,0.0,0.0
2015-12-14,5.2,84.5,0.23,0.0,7.0
2015-12-15,5.9,73.8,0.25,0.0,2.0
2015-12-16,1.0,50.9,0.26,0.0,0.0
2015-12-17,-3.9,44.5,0.26,0.0,0.0
2015-12-18,-3.6,64.5,0.24,0.0,0.0
2015-12-19,-0.4,68.5,0.22,0.0,0.0
2015-12-20,-1.1,75.0,0.22,0.0,0.0
2015-12-21,1.3,84.7,0.2,0.0,1.0
2015-12-22,3.1,79.0,0.21,0.0,0.0
2015-12-23,5.1,88.0,0.19,0.0,0.0
2015-12-24,2.6,76.0,0.13,0.0,0.0
2015-12-25,-1.1,49.5,0.12,0.0,0.0
2015-12-26,2.1,64.0,0.11,0.0,0.0
2015-12-27,-2.9,47.4,0.12,0.0,0.0
2015-12-28,-6.2,45.8,0.09,0.0,0.0
2015-12-29,-5.7,58.1,0.08,0.0,0.0
2015-12-30,-1.8,67.0,0.08,0.0,2.0
2015-12-31,0.8,83.4,0.08,0.0,0.0
2016-01-01,-1.2,78.6,0.08,0.0,0.0
2016-01-02,3.6,74.2,0.02,0.0,0.0
2016-01-03,3.5,81.3,0.02,0.0,0.0
2016-01-04,4.4,54.9,0.02,0.0,0.0
2016-01-05,-1.8,44.5,0.04,0.0,0.0
2016-01-06,-2.2,56.4,0.07,0.0,0.0
2016-01-07,-3.0,53.5,0.06,0.0,0.0
2016-01-08,-3.8,53.9,0.06,0.0,0.0
2016-01-09,-0.8,56.5,0.06,0.0,0.0
2016-01-10,0.7,50.1,0.01,0.0,0.0
2016-01-11,-4.0,42.9,0.01,0.0,0.0
2016-01-12,-5.1,52.3,0.05,0.0,0.0
2016-01-13,-2.5,64.5,0.05,0.0,0.0
2016-01-14,-3.1,50.8,0.04,0.0,0.0
2016-01-15,-2.4,74.0,0.05,0.0,0.0
2016-01-16,-2.2,70.2,0.05,0.0,0.0
2016-01-17,1.2,71.1,0.01,0.0,0.0
2016-01-18,-3.4,60.8,0.01,0.0,0.0
2016-01-19,-10.3,40.4,0.04,0.0,0.0
2016-01-20,-11.1,53.4,0.05,0.0,0.0
2016-01-21,-7.9,55.2,0.03,0.0,0.0
2016-01-22,-7.6,49.7,0.01,0.0,0.0
2016-01-23,-8.3,28.0,0.03,0.0,0.0
2016-01-24,-13.3,39.6,0.01,0.0,0.0
2016-01-25,-10.0,51.5,0.01,0.0,0.0
2016-01-26,-5.2,72.9,0.01,0.0,0.0
2016-01-27,-2.7,63.8,0.01,0.0,0.0
2016-01-28,-2.5,64.5,0.01,0.0,0.0
2016-01-29,3.2,58.0,0.01,0.0,0.0
2016-01-30,1.6,65.2,0.01,0.0,0.0
2016-01-31,-3.0,51.8,0.01,0.0,0.0
2016-02-01,-5.8,46.2,0.01,0.0,0.0
2016-02-02,-6.8,48.2,0.01,0.0,0.0
2016-02-03,-5.3,54.0,0.01,0.0,0.0
2016-02-04,-1.0,51.8,0.01,0.0,0.0
2016-02-05,-3.1,46.3,0.01,0.0,0.0
2016-02-06,-3.0,50.4,0.01,0.0,0.0
2016-02-07,-4.9,48.5,0.0,0.0,0.0
2016-02-08,-1.8495857332725731,43.01637417971759,-0.02,0.0,0.0
2016-02-09,1.1,43.8,-0.02,0.0,0.0
2016-02-10,0.0,48.5,-0.03,0.0,0.0
2016-02-11,5.4,40.2,-0.03,0.0,0.0
2016-02-12,9.4,78.8,0.16,0.0,13.0
2016-02-13,11.7,90.6,0.2,0.0,16.0
2016-02-14,0.0,71.2,0.12,0.0,0.0
2016-02-15,-4.8,45.0,0.04,0.0,0.0
2016-02-16,-2.4,68.6,0.04,0.0,0.0
2016-02-17,-1.3,53.1,0.03,0.0,0.0
2016-02-18,2.2,58.3,0.03,0.0,0.0
2016-02-19,2.3,62.3,0.06,0.0,0.0
2016-02-20,1.9,51.1,0.07,0.0,0.0
2016-02-21,-0.6,35.9,0.03,0.0,0.0
2016-02-22,1.0,43.5,0.01,0.0,0.0
2016-02-23,1.7,51.5,0.04,0.0,0.0
2016-02-24,-2.6,46.2,0.05,0.0,0.0
2016-02-25,-0.9,50.7,0.05,0.0,0.0
2016-02-26,2.6,59.0,0.09,0.0,0.0
2016-02-27,2.6,70.5,0.11,0.0,3.0
2016-02-28,0.4,80.8,0.12,0.0,14.0
2016-02-29,-4.6,67.6,0.09,0.0,0.0
2016-03-01,-4.9,59.0,0.13,0.0,0.0
2016-03-02,1.2,65.7,0.1,0.0,0.0
2016-03-03,5.0,66.2,0.06,0.0,0.0
2016-03-04,9.1,67.8,0.07,0.0,1.0
2016-03-05,13.1,77.0,0.08,0.0,15.0
2016-03-06,9.7,67.8,0.33,0.0,1.0
2016-03-07,7.5,59.2,0.44,0.0,0.0
2016-03-08,4.4,42.3,0.38,0.0,0.0
2016-03-09,2.4,39.7,0.35,0.0,0.0
2016-03-10,0.6,33.6,0.33,0.0,0.0
2016-03-11,-0.4,42.8,0.31,0.0,0.0
2016-03-12,1.1,51.0,0.31,0.0,0.0
2016-03-13,2.1,63.2,0.3,0.0,0.0
2016-03-14,2.9,62.5,0.3,0.0,0.0
2016-03-15,4.5,47.0,0.2,0.0,0.0
2016-03-16,7.4,35.4,0.16,0.0,0.0
2016-03-17,8.2,38.9,0.19,0.0,0.0
2016-03-18,9.7,63.7,0.14,0.0,0.0
2016-03-19,9.5,71.7,0.03,0.0,0.0
2016-03-20,8.9,56.0,0.05,0.0,0.0
2016-03-21,9.5,50.0,0.07,0.0,0.0
2016-03-22,8.8,41.9,0.07,0.0,0.0
2016-03-23,7.9,41.8,0.06,0.0,0.0
2016-03-24,6.4,43.3,0.06,0.0,0.0
2016-03-25,6.3,48.8,0.05,0.0,0.0
2016-03-26,5.7,43.8,0.06,0.0,0.0
2016-03-27,6.0,40.5,0.05,0.0,0.0
2016-03-28,7.6,35.2,0.05,0.0,0.0
2016-03-29,12.0,41.9,0.05,0.0,0.0
2016-03-30,12.7,43.8,0.05,0.0,0.0
2016-03-31,10.9,37.0,0.03,0.0,0.0
2016-04-01,13.5,36.3,0.03,0.0,0.0
2016-04-02,14.6,36.9,0.03,0.0,0.0
2016-04-03,11.8,58.6,0.03,0.0,1.0
2016-04-04,12.8,60.2,0.03,0.0,0.0
2016-04-05,11.9,35.8,0.03,0.0,0.0
2016-04-06,13.3,39.6,0.02,0.0,3.0
2016-04-07,12.8,73.0,0.1,0.0,15.0
2016-04-08,13.7,60.0,0.11,0.0,0.0
