ymd,taavg,hmavg,wl,fw,rf
2017-10-26,11.7,68.4,0.11,6.5,0.0
2017-10-27,13.6,68.3,0.07,5.2,0.0
2017-10-28,13.6,71.4,0.0,3.1,0.0
2017-10-29,10.8,68.0,-0.05,2.1,0.0
2017-10-30,5.1,50.7,-0.14,1.1,0.0
2017-10-31,5.9,63.4,-0.13,1.1,0.0
2017-11-01,11.2,72.1,-0.07,1.9,0.0
2017-11-02,13.7,75.1,-0.05,2.1,0.0
2017-11-03,12.1,70.5,-0.06,2.0,0.0
2017-11-04,6.8,59.3,-0.07,1.8,0.0
2017-11-05,4.7,70.9,-0.1,1.4,0.0
2017-11-06,6.2,74.3,-0.15,0.9,0.0
2017-11-07,11.4,71.7,-0.14,1.0,0.0
2017-11-08,12.9,65.4,-0.1,1.5,0.0
2017-11-09,6.3,63.4,0.02,3.7,0.0
2017-11-10,8.5,68.8,0.03,3.8,2.0
2017-11-11,4.3,53.5,0.03,3.8,0.0
2017-11-12,2.6,67.7,-0.06,2.1,0.0
2017-11-13,5.4,66.8,-0.14,1.0,0.0
2017-11-14,7.2,54.3,-0.03,2.9,0.0
2017-11-15,3.4,51.3,-0.04,2.4,0.0
2017-11-16,0.3,50.0,-0.11,1.4,0.0
2017-11-17,1.2,61.7,-0.16,0.9,0.0
2017-11-18,-0.3,47.9,-0.16,0.8,1.0
2017-11-19,-2.5,44.3,-0.16,0.8,0.0
2017-11-20,0.3,56.1,-0.16,0.8,0.0
2017-11-21,-0.7,70.7,-0.16,0.9,0.0
2017-11-22,1.3,71.5,-0.13,1.1,1.0
2017-11-23,-0.8,60.5,-0.13,1.1,0.0
2017-11-24,-0.8,77.8,-0.14,1.0,2.0
2017-11-25,2.2,69.3,-0.14,1.0,2.0
2017-11-26,5.4,74.2,-0.11,1.3,7.0
2017-11-27,0.8,81.2,-0.1,1.4,0.0
2017-11-28,3.3,80.5,-0.09,1.6,0.0
2017-11-29,5.6,51.9,-0.07,1.8,0.0
2017-11-30,-0.2,31.3,-0.07,1.8,0.0
2017-12-01,-3.1,43.1,-0.08,1.7,0.0
2017-12-02,-1.5,63.3,-0.09,1.6,0.0
2017-12-03,1.4,75.9,-0.1,1.4,0.0
2017-12-04,0.3,60.0,-0.14,1.0,0.0
2017-12-05,-4.8,41.9,-0.14,1.0,0.0
2017-12-06,-1.2,70.4,-0.13,1.1,0.0
2017-12-07,1.3,68.2,-0.1,1.4,1.0
2017-12-08,-3.7,47.6,-0.09,1.6,0.0
2017-12-09,-1.9,58.0,-0.09,1.5,0.0
2017-12-10,0.8,75.2,-0.11,1.4,5.0
2017-12-11,-5.0,36.1,-0.14,1.0,0.0
2017-12-12,-9.4,47.2,-0.14,1.0,0.0
2017-12-13,-9.3,53.1,-0.13,1.1,0.0
2017-12-14,-8.3,63.0,-0.12,1.2,0.0
2017-12-15,-4.2,56.6,-0.11,1.3,0.0
2017-12-16,-3.7,43.5,-0.12,1.2,0.0
2017-12-17,-7.6,47.9,-0.13,1.1,0.0
2017-12-18,-3.3,73.6,-0.14,1.0,0.0
2017-12-19,-4.2,53.4,-0.14,1.0,0.0
2017-12-20,-4.6,66.9,-0.14,1.0,0.0
2017-12-21,-1.8,71.3,-0.13,1.1,0.0
2017-12-22,-0.8,72.7,-0.12,1.2,0.0
2017-12-23,2.7,77.1,-0.12,1.2,0.0
2017-12-24,1.7,85.3,-0.12,1.2,13.0
2017-12-25,-2.0,50.0,-0.13,1.1,0.0
2017-12-26,-3.2,51.5,-0.1,1.4,0.0
2017-12-27,-7.3,39.3,-0.07,1.8,0.0
2017-12-28,-4.8,56.9,-0.07,1.8,0.0
2017-12-29,0.7,69.7,-0.06,1.9,0.0
2017-12-30,1.1,78.1,-0.06,1.9,0.0
2017-12-31,0.4,60.5,-0.08,1.7,3.0
2018-01-01,-3.7,56.0,-0.13,1.1,0.0
2018-01-02,-3.4,63.8,-0.14,1.0,0.0
2018-01-03,-4.0,45.2,-0.14,1.0,0.0
2018-01-04,-5.3,58.3,-0.13,1.1,0.0
2018-01-05,-3.7,61.1,-0.11,1.3,0.0
2018-01-06,-4.7,62.3,-0.11,1.3,0.0
2018-01-07,-3.7,64.6,-0.13,1.2,0.0
2018-01-08,0.5,73.3,-0.14,1.0,1.0
2018-01-09,-3.6,66.9,-0.14,1.0,0.0
2018-01-10,-8.644950146468792,62.084115512882,-0.13,1.1,1.0
2018-01-11,-11.9,57.0,-0.1,1.4,0.0
2018-01-12,-12.1,53.9,-0.11,1.4,0.0
2018-01-13,-6.6,77.5,-0.11,1.3,0.0
2018-01-14,-2.4,78.1,-0.13,1.2,0.0
2018-01-15,3.0,68.6,-0.14,1.0,0.0
2018-01-16,1.4,81.5,-0.14,1.0,1.0
2018-01-17,2.9,89.8,0.0,3.3,5.0
2018-01-18,2.2,76.6,-0.01,2.9,0.0
2018-01-19,-0.6,60.0,-0.03,2.5,0.0
2018-01-20,-0.9,72.8,-0.05,2.2,0.0
2018-01-21,-1.8,74.4,-0.09,1.6,0.0
2018-01-22,1.7,67.8,-0.13,1.1,2.0
2018-01-23,-8.4,40.7,0.02,3.9,0.0
2018-01-24,-12.9,28.8,0.0,3.1,0.0
2018-01-25,-13.1,39.1,-0.03,2.5,0.0
2018-01-26,-13.6,37.2,-0.03,2.5,0.0
2018-01-27,-10.9,49.7,-0.03,2.5,0.0
2018-01-28,-5.3,38.9,-0.07,1.8,0.0
2018-01-29,-8.6,40.5,-0.14,1.1,0.0
2018-01-30,-6.7,53.4,-0.14,1.0,0.0
2018-01-31,-1.7,51.2,-0.13,1.1,0.0
2018-02-01,-5.1,48.6,-0.12,1.2,0.0
2018-02-02,-5.1,53.3,-0.11,1.3,0.0
2018-02-03,-6.3,49.2,-0.11,1.3,0.0
2018-02-04,-9.6,43.3,-0.13,1.1,0.0
2018-02-05,-9.6,38.7,-0.14,1.0,0.0
2018-02-06,-10.5,42.0,-0.14,1.0,0.0
2018-02-07,-10.2,44.8,-0.14,1.0,0.0
2018-02-08,-7.4,47.1,-0.14,1.0,0.0
2018-02-09,-2.1,50.1,-0.14,1.0,0.0
2018-02-10,-0.9,46.5,-0.14,1.0,0.0
2018-02-11,-6.6,52.5,-0.14,1.0,0.0
2018-02-12,-6.8,53.7,-0.14,1.0,0.0
2018-02-13,-3.5,62.4,-0.14,1.0,0.0
2018-02-14,3.5,57.3,-0.15,0.9,0.0
2018-02-15,0.1,38.5,-0.15,1.0,0.0
2018-02-16,-1.8,46.9,-0.14,1.0,0.0
2018-02-17,-2.6,33.2,-0.14,1.0,0.0
2018-02-18,-2.3,42.4,-0.14,1.0,0.0
2018-02-19,-0.6,48.1,-0.14,1.0,0.0
2018-02-20,0.2,47.3,-0.14,1.0,0.0
2018-02-21,-2.2,34.7,-0.14,1.0,0.0
2018-02-22,-2.0,53.9,-0.14,1.0,0.0
2018-02-23,4.1,63.7,-0.14,1.0,1.0
2018-02-24,5.0,46.6,-0.14,1.0,0.0
2018-02-25,2.2,41.7,-0.14,1.0,0.0
2018-02-26,1.0,44.0,-0.14,1.0,0.0
2018-02-27,2.6,51.5,-0.14,1.0,0.0
2018-02-28,4.4,71.4,-0.12,1.3,36.0
2018-03-01,1.2,64.5,0.27,15.1,2.0
2018-03-02,-1.2,49.3,0.24,12.3,0.0
2018-03-03,5.8,51.0,0.21,10.3,0.0
2018-03-04,12.5,59.8,0.12,6.7,9.0
2018-03-05,5.1,62.0,0.48,41.5,11.0
2018-03-06,3.6,58.8,0.45,31.2,0.0
2018-03-07,4.9,59.8,0.33,18.4,2.0
2018-03-08,2.5,85.6,0.31,17.1,9.0
2018-03-09,3.5,73.8,0.33,18.5,1.0
2018-03-10,3.8,65.8,0.31,17.2,0.0
2018-03-11,6.4,53.8,0.29,15.8,0.0
2018-03-12,6.9,55.3,0.28,14.6,0.0
2018-03-13,11.3,59.1,0.25,12.7,0.0
2018-03-14,14.1,62.6,0.24,12.2,0.0
2018-03-15,12.6,90.5,0.26,13.7,8.0
2018-03-16,5.4,53.4,0.33,18.5,1.0
2018-03-17,5.4,50.7,0.32,18.1,0.0
2018-03-18,7.5,62.5,0.29,15.5,1.0
2018-03-19,7.4,77.6,0.39,27.0,19.0
2018-03-20,4.9,41.1,0.64,61.5,0.0
2018-03-21,1.6,72.8,0.61,54.3,2.0
2018-03-22,4.2,64.0,0.54,42.5,0.0
2018-03-23,5.0,53.8,0.5,36.5,0.0
2018-03-24,6.8,58.9,0.32,17.5,0.0
2018-03-25,9.2,59.6,0.3,15.9,0.0
2018-03-26,10.4,59.5,0.28,14.5,0.0
2018-03-27,12.5,61.1,0.26,13.2,0.0
2018-03-28,14.5,58.0,0.24,12.1,0.0
2018-03-29,14.3,64.0,0.04,4.1,0.0
2018-03-30,14.8,38.8,0.17,9.1,0.0
2018-03-31,14.7,52.2,0.14,7.7,0.0
2018-04-01,14.5,63.8,0.02,3.5,0.0
2018-04-02,17.6,63.7,0.17,8.9,0.0
2018-04-03,18.4,62.8,0.19,9.7,0.0
2018-04-04,11.9,77.8,0.13,6.8,18.0
2018-04-05,7.2,82.7,0.2,10.0,14.0
2018-04-06,7.1,68.0,0.51,41.7,14.0
2018-04-07,4.4,47.3,0.65,61.4,0.0
2018-04-08,6.9,47.1,0.61,54.1,0.0
2018-04-09,8.9,52.2,0.4,24.7,0.0
2018-04-10,14.3,48.0,0.35,20.1,4.0
2018-04-11,14.7,47.6,0.42,27.8,2.0
2018-04-12,12.2,39.4,0.47,32.8,0.0
2018-04-13,12.3,38.2,0.45,30.9,0.0
2018-04-14,9.0,77.1,0.5,37.1,16.0
2018-04-15,9.7,65.2,0.56,45.4,0.0
2018-04-16,10.6,58.8,0.5,37.3,0.0
2018-04-17,12.6,53.9,0.47,33.2,0.0
2018-04-18,12.5,45.8,0.43,28.1,0.0
2018-04-19,14.0,43.3,0.35,20.4,0.0
2018-04-20,18.1,51.6,0.3,16.3,0.0
2018-04-21,19.4,43.5,0.25,12.7,0.0
2018-04-22,16.6,47.4,0.24,12.4,0.0
2018-04-23,10.9,78.3,0.31,17.9,33.0
2018-04-24,11.6,63.8,0.24,12.4,0.0
2018-04-25,11.8,53.0,0.74,83.0,0.0
2018-04-26,14.4,53.7,0.62,56.0,0.0
2018-04-27,14.2,54.8,0.53,42.0,0.0
2018-04-28,15.6,59.0,0.42,27.2,0.0
2018-04-29,15.5,52.8,0.31,17.1,0.0
2018-04-30,17.5,59.8,0.29,15.2,0.0
2018-05-01,20.0,68.7,0.23,11.8,0.0
2018-05-02,16.3,87.6,0.23,11.5,17.0
2018-05-03,11.1,66.7,0.13,7.0,3.0
2018-05-04,13.5,47.5,0.12,6.7,0.0
2018-05-05,16.8,45.8,0.09,5.6,0.0
2018-05-06,15.4,90.3,0.19,10.8,18.0
2018-05-07,17.0,74.8,0.32,17.6,0.0
2018-05-08,16.339052562373155,54.484998420489966,0.27,14.0,0.0
2018-05-09,14.7,53.8,0.21,10.3,0.0
2018-05-10,15.3,63.3,0.18,9.0,0.0
2018-05-11,16.3,59.5,0.17,8.4,0.0
2018-05-12,14.5,86.5,0.28,15.3,25.0
2018-05-13,17.0,79.5,0.47,33.4,3.0
2018-05-14,18.4,75.3,0.42,27.2,0.0
2018-05-15,22.1,63.2,0.36,20.7,0.0
2018-05-16,22.6,84.0,0.32,18.4,20.0
2018-05-17,24.2,89.6,0.46,31.7,6.0
2018-05-18,18.6,91.5,0.77,100.6,39.0
2018-05-19,16.5,54.5,0.71,76.4,0.0
2018-05-20,15.5,50.0,0.53,41.3,0.0
2018-05-21,15.5,60.8,0.44,29.5,0.0
2018-05-22,17.5,72.4,0.39,24.2,4.0
2018-05-23,18.4,64.5,0.5,37.3,15.0
2018-05-24,18.1,56.4,0.41,26.6,0.0
2018-05-25,18.8,53.4,0.34,19.7,0.0
2018-05-26,20.4,56.0,0.31,16.7,0.0
2018-05-27,20.0,63.1,0.28,15.0,0.0
2018-05-28,22.0,59.8,0.26,13.6,0.0
2018-05-29,22.8,63.4,0.23,11.9,2.0
2018-05-30,20.3,71.9,0.06,4.5,5.0
2018-05-31,18.9,67.8,0.06,4.5,0.0
2018-06-01,22.6,63.7,0.05,4.2,0.0
2018-06-02,22.5,52.6,0.08,5.2,0.0
2018-06-03,21.7,51.8,0.08,5.1,0.0
2018-06-04,22.0,58.5,0.07,4.8,1.0
2018-06-05,22.3,68.7,0.03,3.8,2.0
2018-06-06,23.2,64.9,0.02,3.5,0.0
2018-06-07,23.1,66.6,0.0,3.1,0.0
2018-06-08,21.1,72.7,0.02,3.5,0.0
2018-06-09,22.6,60.9,0.05,4.3,0.0
2018-06-10,21.0,55.8,0.02,3.4,0.0
2018-06-11,19.7,63.0,-0.04,2.3,0.0
2018-06-12,20.5,66.0,-0.08,1.8,0.0
2018-06-13,21.5,65.6,-0.05,2.1,0.0
2018-06-14,21.2,60.0,-0.07,1.8,0.0
2018-06-15,20.9,52.3,-0.1,1.5,0.0
2018-06-16,21.1,51.8,-0.07,1.9,0.0
2018-06-17,21.6,62.6,-0.08,1.7,0.0
2018-06-18,24.6,60.7,-0.15,0.9,0.0
2018-06-19,21.9,72.2,-0.16,0.9,0.0
2018-06-20,23.0,64.5,-0.13,1.1,0.0
2018-06-21,22.9,57.5,-0.1,1.4,0.0
2018-06-22,24.0,50.5,-0.1,1.4,0.0
2018-06-23,24.6,48.4,-0.1,1.4,0.0
2018-06-24,25.1,57.3,-0.13,1.1,0.0
2018-06-25,25.4,59.3,-0.16,0.8,0.0
2018-06-26,22.9,86.6,0.31,25.5,53.0
2018-06-27,25.3,73.8,0.55,46.3,0.0
2018-06-28,24.1,81.9,0.19,10.1,0.0
2018-06-29,25.2,73.3,0.06,4.7,1.0
2018-06-30,25.4,73.8,0.01,3.3,0.0
2018-07-01,22.1,86.2,0.44,80.8,66.0
2018-07-02,22.3,93.3,2.13,516.7,33.0
2018-07-03,25.6,76.7,1.38,259.2,1.0
2018-07-04,26.7,72.6,0.78,95.2,0.0
2018-07-05,25.8,74.2,0.66,63.3,1.0
2018-07-06,24.1,57.4,0.53,41.8,0.0
2018-07-07,23.4,52.8,0.4,25.1,0.0
2018-07-08,21.9,59.3,0.34,19.2,0.0
2018-07-09,20.4,83.8,0.38,25.8,30.0
2018-07-10,24.7,78.9,0.78,93.0,0.0
2018-07-11,26.6,85.3,0.59,52.3,0.0
2018-07-12,27.7,79.6,0.45,30.1,1.0
2018-07-13,27.9,74.2,0.32,17.6,0.0
2018-07-14,28.2,71.7,0.28,14.9,0.0
2018-07-15,28.4,69.1,0.24,12.4,0.0
2018-07-16,28.1,71.0,0.12,6.5,0.0
2018-07-17,27.8,69.2,0.07,4.8,0.0
2018-07-18,27.6,71.5,0.02,3.6,0.0
2018-07-19,27.7,71.7,0.03,3.6,0.0
2018-07-20,28.7,70.5,0.02,3.6,0.0
2018-07-21,29.7,68.0,0.02,3.5,0.0
2018-07-22,30.2,66.8,0.02,3.4,0.0
2018-07-23,30.3,65.0,0.01,3.4,0.0
2018-07-24,30.7,68.1,-0.01,2.9,0.0
2018-07-25,30.3,67.8,-0.03,2.6,0.0
2018-07-26,29.9,68.8,-0.05,2.1,0.0
2018-07-27,30.6,70.0,-0.07,1.8,0.0
2018-07-28,29.5,76.8,-0.09,1.6,1.0
2018-07-29,29.4,60.9,-0.08,1.7,0.0
2018-07-30,30.4,56.2,-0.1,1.5,0.0
2018-07-31,30.1,57.2,-0.15,1.0,0.0
2018-08-01,31.6,55.8,-0.12,1.3,0.0
2018-08-02,31.6,52.5,-0.12,1.2,0.0
2018-08-03,32.1,57.1,-0.13,1.1,0.0
2018-08-04,30.8,61.8,-0.13,1.1,0.0
2018-08-05,29.3,72.3,-0.15,0.9,0.0
2018-08-06,28.7,78.5,-0.16,0.8,18.0
2018-08-07,29.9,66.6,-0.16,0.8,0.0
2018-08-08,29.7,69.8,-0.16,0.9,0.0
2018-08-09,28.0,79.0,-0.15,0.9,5.0
2018-08-10,28.6,79.0,-0.05,2.5,4.0
2018-08-11,28.2,70.1,0.0,3.0,0.0
2018-08-12,28.7,66.9,-0.05,2.1,0.0
2018-08-13,30.2,71.0,-0.12,1.2,0.0
2018-08-14,30.8,66.6,-0.14,1.0,0.0
2018-08-15,31.6,54.4,-0.14,1.0,0.0
2018-08-16,27.6,59.1,-0.16,0.9,0.0
2018-08-17,25.4,47.7,-0.16,0.8,0.0
2018-08-18,24.3,55.5,-0.16,0.8,0.0
2018-08-19,25.7,59.3,-0.16,0.9,0.0
2018-08-20,27.8,56.3,-0.16,0.9,0.0
2018-08-21,26.5,63.5,-0.14,1.0,0.0
2018-08-22,29.4,62.5,-0.01,2.9,0.0
2018-08-23,30.2,53.4,-0.07,1.9,0.0
2018-08-24,25.0,88.3,0.24,18.3,30.0
2018-08-25,23.7,80.5,0.01,3.2,0.0
2018-08-26,21.1,87.2,-0.07,1.8,16.0
2018-08-27,22.0,96.2,0.53,70.4,48.0
2018-08-28,23.5,99.1,1.57,321.5,156.0
2018-08-29,26.0,80.0,1.17,202.5,0.0
2018-08-30,25.3,88.8,1.32,348.3,52.0
2018-08-31,23.2,85.5,3.3,1210.2,41.0
2018-09-01,23.8,71.5,1.39,263.6,0.0
2018-09-02,22.9,67.8,0.82,106.4,0.0
2018-09-03,24.4,79.0,0.74,95.6,105.0
2018-09-04,23.4,77.0,3.4,1357.4,15.0
2018-09-05,22.1,66.8,1.28,228.5,0.0
2018-09-06,22.3,74.9,0.76,88.5,0.0
2018-09-07,20.4,74.2,0.62,56.5,7.0
2018-09-08,18.9,71.8,0.49,35.0,0.0
2018-09-09,20.5,65.0,0.4,25.0,0.0
2018-09-10,20.4,62.9,0.32,17.4,0.0
2018-09-11,19.4,60.3,0.27,14.2,0.0
2018-09-12,20.5,69.5,0.21,10.6,0.0
2018-09-13,20.7,77.0,0.16,7.9,0.0
2018-09-14,21.3,81.5,0.15,7.8,0.0
2018-09-15,21.4,90.0,0.16,8.7,3.0
2018-09-16,21.7,89.4,0.08,5.3,0.0
2018-09-17,21.5,73.4,0.1,6.0,0.0
2018-09-18,20.0,74.8,0.12,6.5,0.0
2018-09-19,20.1,75.9,0.11,6.1,0.0
2018-09-20,19.0,83.9,0.11,6.2,4.0
2018-09-21,18.7,90.0,0.3,20.0,32.0
2018-09-22,19.6,72.6,0.39,24.7,0.0
2018-09-23,17.1,78.9,0.24,12.7,0.0
2018-09-24,15.1,70.2,0.15,7.8,0.0
2018-09-25,15.5,69.2,0.11,6.3,0.0
2018-09-26,17.5,62.0,0.13,6.9,0.0
2018-09-27,16.8,62.8,0.12,6.6,0.0
2018-09-28,16.1,70.5,0.1,5.9,0.0
2018-09-29,18.0,73.5,0.06,4.5,0.0
2018-09-30,17.2,63.9,0.05,4.3,0.0
2018-10-01,14.4,65.1,0.02,3.6,1.0
2018-10-02,13.9,74.5,0.09,5.7,0.0
2018-10-03,13.8,75.5,0.04,4.0,0.0
2018-10-04,18.1,64.2,0.05,4.3,0.0
2018-10-05,17.3,85.3,0.34,22.8,34.0
2018-10-06,18.3,82.1,1.15,195.2,36.0
2018-10-07,16.1,75.8,1.07,173.9,0.0
2018-10-08,11.8,71.6,0.63,58.7,0.0
2018-10-09,13.5,73.6,0.47,33.0,0.0
2018-10-10,13.1,62.0,0.38,23.2,0.0
2018-10-11,8.2,65.4,0.22,11.1,0.0
2018-10-12,8.0,71.4,0.2,10.0,0.0
2018-10-13,9.6,75.7,0.19,9.8,0.0
2018-10-14,11.2,77.0,0.15,7.6,0.0
2018-10-15,12.1,80.2,0.13,7.0,0.0
2018-10-16,11.8,85.8,0.13,6.7,0.0
2018-10-17,10.5,76.2,0.09,5.7,0.0
2018-10-18,8.7,83.0,0.06,4.5,4.0
2018-10-19,10.5,79.5,0.13,7.0,0.0
2018-10-20,10.0,77.8,0.1,5.7,0.0
2018-10-21,9.4,74.5,0.07,4.9,0.0
2018-10-22,11.3,73.3,0.04,3.9,0.0
2018-10-23,9.4,88.9,0.1,5.9,1.0
2018-10-24,9.5,84.7,0.04,4.0,0.0
2018-10-25,10.6,78.5,0.05,4.2,0.0
2018-10-26,10.3,92.0,0.07,4.8,12.0
2018-10-27,8.0,68.3,0.14,7.2,1.0
2018-10-28,8.1,78.5,0.11,6.1,9.0
2018-10-29,7.7,75.6,0.06,4.5,0.0
2018-10-30,4.9,64.3,0.05,4.3,0.0
2018-10-31,6.4,66.8,0.05,4.2,0.0
2018-11-01,4.9,77.8,0.04,3.9,0.0
2018-11-02,6.4,74.0,0.03,3.8,0.0
2018-11-03,7.5,70.6,0.03,3.7,0.0
2018-11-04,7.6,70.1,0.0,3.1,0.0
2018-11-05,7.8,72.7,-0.03,2.4,0.0
2018-11-06,9.3,78.9,-0.05,2.2,0.0
2018-11-07,11.1,96.3,0.01,3.4,1.0
2018-11-08,13.8,91.2,0.22,11.7,35.0
2018-11-09,11.7,69.8,0.47,33.3,1.0
2018-11-10,10.0,73.7,0.35,20.2,0.0
2018-11-11,6.9,79.7,0.32,17.5,0.0
2018-11-12,7.2,67.8,0.38,22.7,0.0
2018-11-13,7.1,75.7,0.25,13.1,0.0
2018-11-14,6.9,77.2,0.18,9.2,0.0
2018-11-15,6.6,77.4,0.13,6.8,0.0
2018-11-16,8.3,74.4,0.12,6.5,0.0
2018-11-17,6.5,66.4,0.11,6.2,2.0
2018-11-18,4.1,68.2,0.11,6.0,0.0
2018-11-19,5.3,69.7,0.07,4.8,0.0
2018-11-20,3.7,57.0,0.06,4.6,0.0
2018-11-21,2.8,79.8,0.07,4.8,4.0
2018-11-22,1.8,64.5,0.06,4.7,0.0
2018-11-23,-0.8,53.8,0.05,4.4,0.0
2018-11-24,2.2,75.6,0.05,4.4,8.0
2018-11-25,4.5,82.3,0.06,4.5,0.0
2018-11-26,3.5,85.7,0.05,4.4,0.0
2018-11-27,4.2,90.3,0.05,4.4,0.0
2018-11-28,3.4,58.5,0.05,4.4,0.0
2018-11-29,2.2,61.4,0.05,4.3,0.0
2018-11-30,1.6,62.8,0.05,4.3,0.0
2018-12-01,2.1,70.6,0.06,4.6,0.0
2018-12-02,5.2,74.7,0.06,4.6,0.0
2018-12-03,9.6,94.7,0.05,4.3,10.0
2018-12-04,9.7,85.0,0.19,10.8,15.0
2018-12-05,0.7,61.3,0.34,19.3,0.0
2018-12-06,1.9,76.8,0.24,12.0,1.0
2018-12-07,-5.0,35.4,0.19,9.6,0.0
2018-12-08,-7.6,42.8,0.21,10.6,0.0
2018-12-09,-7.9,46.0,0.17,8.9,0.0
2018-12-10,-5.5,56.8,0.09,5.6,0.0
2018-12-11,-2.6,79.7,0.14,7.3,1.0
2018-12-12,-3.7,72.0,0.1,5.7,0.0
2018-12-13,-3.8,72.4,0.09,5.7,1.0
2018-12-14,-6.4,64.9,0.09,5.4,0.0
2018-12-15,-5.9,65.8,0.08,5.2,0.0
2018-12-16,-1.9,70.0,0.08,5.1,0.0
2018-12-17,1.0,67.2,0.08,5.2,0.0
2018-12-18,-0.5,72.3,0.07,4.8,0.0
2018-12-19,2.9,68.2,0.08,5.1,0.0
2018-12-20,0.6,71.9,0.06,4.7,0.0
2018-12-21,1.3,70.9,0.07,4.8,0.0
2018-12-22,4.3,69.9,0.07,4.8,0.0
2018-12-23,3.9,51.4,0.06,4.4,0.0
2018-12-24,-3.5,52.1,0.05,4.3,0.0
2018-12-25,-2.7,68.3,0.05,4.3,0.0
2018-12-26,0.7,47.3,0.05,4.3,0.0
2018-12-27,-7.5,26.7,0.05,4.3,0.0
2018-12-28,-10.9,43.0,0.05,4.3,0.0
2018-12-29,-9.0,44.9,0.04,4.1,0.0
2018-12-30,-8.7,52.5,0.03,3.7,0.0
2018-12-31,-7.8,57.3,0.0,3.1,0.0
2019-01-01,-4.2,59.7,-0.01,2.9,0.0
2019-01-02,-6.4,57.6,-0.01,3.0,0.0
2019-01-03,-6.3,54.5,0.02,3.6,0.0
2019-01-04,-4.2,57.7,0.03,3.9,0.0
2019-01-05,-2.4,52.7,0.04,4.1,0.0
2019-01-06,-4.8,51.4,0.0,3.1,0.0
2019-01-07,-4.5,62.1,-0.03,2.4,0.0
2019-01-08,-4.0,51.8,0.01,3.3,0.0
2019-01-09,-6.6,46.9,0.02,3.6,0.0
2019-01-10,-2.4,55.6,0.0,3.1,0.0
2019-01-11,0.8,63.6,0.0,3.1,0.0
2019-01-12,2.0,61.5,0.0,3.0,0.0
2019-01-13,-1.4,70.0,-0.02,2.7,0.0
2019-01-14,-2.6,76.8,-0.06,2.0,0.0
2019-01-15,-1.2,66.5,0.0,3.2,0.0
2019-01-16,-6.0,51.1,-0.01,2.9,0.0
2019-01-17,-1.2,50.9,-0.02,2.7,0.0
2019-01-18,-2.3,57.0,-0.02,2.7,0.0
2019-01-19,0.0,62.7,-0.03,2.5,0.0
2019-01-20,-0.3,47.0,-0.05,2.2,0.0
2019-01-21,-2.3,53.1,-0.09,1.6,0.0
2019-01-22,-0.1,64.2,0.0,3.1,0.0
2019-01-23,0.1,58.5,0.02,3.6,0.0
2019-01-24,-2.2,45.7,0.02,3.6,0.0
2019-01-25,-3.1,45.5,0.02,3.6,0.0
2019-01-26,-4.9,42.4,0.02,3.6,0.0
2019-01-27,-3.9,55.5,-0.04,2.3,0.0
2019-01-28,0.6,54.1,-0.1,1.4,0.0
2019-01-29,-2.6,50.0,-0.01,3.0,0.0
2019-01-30,-0.1,51.8,0.02,3.5,0.0
2019-01-31,-0.6,50.5,-0.01,3.0,0.0
2019-02-17,-2.8,55.5,-0.05,2.1,0.0
2019-02-18,-0.5,55.0,-0.11,1.3,0.0
2019-02-19,0.9,88.5,-0.1,1.5,9.0
2019-02-20,1.7,74.4,-0.02,2.7,0.0
2019-02-21,0.4,76.4,0.03,3.9,0.0
2019-02-22,1.0,73.1,0.03,3.8,0.0
2019-02-23,3.8,63.8,0.03,3.8,0.0
2019-02-24,4.1,63.5,-0.02,2.7,0.0
2019-02-25,4.0,60.8,-0.05,2.1,0.0
2019-02-26,2.9,56.0,0.01,3.5,0.0
2019-02-27,6.3,62.8,0.04,4.3,0.0
2019-02-28,4.6,65.8,1.24,3.8,0.0
2019-03-01,4.2,58.0,0.0,3.1,0.0
2019-03-02,5.0,56.3,-0.01,2.9,0.0
2019-03-03,6.5,51.4,-0.03,2.4,0.0
2019-03-04,8.1,52.4,-0.05,2.2,0.0
2019-03-05,6.7,61.5,0.02,3.5,0.0
2019-03-06,7.7,58.4,0.03,3.9,0.0
2019-03-07,5.8,67.0,0.01,3.3,0.0
2019-03-08,4.7,54.6,0.01,3.3,0.0
2019-03-09,5.1,50.3,0.01,3.3,0.0
2019-03-10,7.1,50.3,0.01,3.3,0.0
2019-03-11,4.9,70.4,0.01,3.3,0.0
2019-03-12,4.0,72.4,0.01,3.3,2.0
2019-03-13,1.6,45.6,0.01,3.2,0.0
2019-03-14,3.3,48.3,0.0,3.1,0.0
2019-03-15,4.7,69.9,0.0,3.1,9.0
2019-03-16,4.5,70.4,0.0,3.1,0.0
2019-03-17,4.9,61.0,0.0,3.1,0.0
2019-03-18,5.1,51.8,0.0,3.1,0.0
2019-03-19,8.6,51.8,0.0,3.1,0.0
2019-03-20,9.6,73.0,0.0,3.1,8.0
2019-03-21,8.3,81.5,0.04,4.2,3.0
2019-03-22,4.1,54.0,0.01,3.3,0.0
2019-03-23,1.1,70.8,0.01,3.3,5.0
2019-03-24,3.2,57.7,0.01,3.3,0.0
2019-03-25,5.5,64.1,0.01,3.3,0.0
2019-03-26,8.4,54.8,0.01,3.3,0.0
2019-03-27,12.7,53.0,0.04,4.2,0.0
2019-03-28,11.5,49.9,0.05,4.5,0.0
2019-03-29,10.3,39.8,0.05,4.3,0.0
2019-03-30,5.3,71.3,0.06,4.7,2.0
