obsymd,rwl,iqty,tdqty,edqty,spdqty,otltdqty,itqty,rf
1997-08-17,132.42,69.6,247.0,247.0,0.0,0.0,0.0,0.0
1997-08-18,132.19,65.5,249.8,249.8,0.0,0.0,0.0,0.0
1997-08-19,131.99,90.8,250.2,250.2,0.0,0.0,0.0,26.6
1997-08-20,131.84,131.2,250.1,250.1,0.0,0.0,0.0,0.0
1997-08-21,131.72,155.2,250.0,250.0,0.0,0.0,0.0,2.8
1997-08-22,131.54,108.4,250.0,250.0,0.0,0.0,0.0,0.0
1997-08-23,131.54,100.1,100.1,100.1,0.0,0.0,0.0,0.0
1997-08-24,131.48,91.4,117.5,117.5,0.0,0.0,0.0,0.0
1997-08-25,131.48,96.6,120.1,120.1,0.0,0.0,0.0,0.4
1997-08-26,131.43,84.4,100.0,100.0,0.0,0.0,0.0,0.0
1997-08-27,131.39,68.8,100.1,100.1,0.0,0.0,0.0,0.0
1997-08-28,131.35,69.0,100.2,100.2,0.0,0.0,0.0,0.0
1997-08-29,131.3,61.1,100.1,100.1,0.0,0.0,0.0,0.0
1997-08-30,131.24,53.2,99.9,99.9,0.0,0.0,0.0,0.0
1997-08-31,131.18,53.6,100.2,100.2,0.0,0.0,0.0,0.0
1997-09-01,130.88,44.4,276.4,276.4,0.0,0.0,0.0,0.0
1997-09-02,130.89,91.7,84.0,84.0,0.0,0.0,0.0,44.6
1997-09-03,131.04,135.2,19.4,19.4,0.0,0.0,0.0,0.3
1997-09-04,131.12,165.3,103.3,103.3,0.0,0.0,0.0,0.0
1997-09-05,131.23,135.4,50.0,50.0,0.0,0.0,0.0,0.0
1997-09-06,131.28,89.0,50.1,50.1,0.0,0.0,0.0,0.0
1997-09-07,131.25,77.0,100.4,100.4,0.0,0.0,0.0,0.0
1997-09-08,131.21,68.9,100.0,100.0,0.0,0.0,0.0,0.0
1997-09-09,131.15,53.4,100.0,100.0,0.0,0.0,0.0,0.0
1997-09-10,131.1,61.4,100.2,100.2,0.0,0.0,0.0,13.4
1997-09-11,131.06,69.2,100.2,100.2,0.0,0.0,0.0,0.0
1997-09-12,131.01,61.4,100.1,100.1,0.0,0.0,0.0,0.0
1997-09-13,130.93,80.4,100.2,100.2,0.0,0.0,0.0,5.0
1997-09-14,130.89,69.2,100.0,100.0,0.0,0.0,0.0,0.0
1997-09-15,130.8,32.7,101.9,101.9,0.0,0.0,0.0,0.0
1997-09-16,130.76,69.8,100.5,100.5,0.0,0.0,0.0,16.2
1997-09-17,130.71,62.7,101.0,101.0,0.0,0.0,0.0,0.0
1997-09-18,130.66,61.9,100.2,100.2,0.0,0.0,0.0,0.0
1997-09-19,130.63,77.2,100.2,100.2,0.0,0.0,0.0,0.0
1997-09-20,130.6,77.9,100.8,100.8,0.0,0.0,0.0,0.2
1997-09-21,130.52,38.9,100.0,100.0,0.0,0.0,0.0,0.0
1997-09-22,130.46,42.1,99.6,99.6,0.0,0.0,0.0,0.8
1997-09-23,130.39,46.8,100.0,100.0,0.0,0.0,0.0,0.0
1997-09-24,130.31,42.5,100.1,100.1,0.0,0.0,0.0,0.0
1997-09-25,130.23,42.6,100.1,100.1,0.0,0.0,0.0,13.6
1997-09-26,130.17,58.1,100.3,100.3,0.0,0.0,0.0,5.4
1997-09-27,130.1,47.2,100.0,100.0,0.0,0.0,0.0,1.8
1997-09-28,130.02,40.2,100.4,100.4,0.0,0.0,0.0,0.0
1997-09-29,129.95,47.7,100.2,100.2,0.0,0.0,0.0,0.0
1997-09-30,129.95,65.4,72.9,72.9,0.0,0.0,0.0,0.0
1997-10-01,129.92,60.1,75.1,75.1,0.0,0.0,0.0,0.0
1997-10-02,129.87,38.0,75.4,75.4,0.0,0.0,0.0,0.0
1997-10-03,129.82,37.7,75.1,75.1,0.0,0.0,0.0,0.0
1997-10-04,129.76,31.0,75.8,75.8,0.0,0.0,0.0,0.0
1997-10-05,129.71,38.2,75.5,75.5,0.0,0.0,0.0,0.0
1997-10-06,129.65,30.6,75.2,75.2,0.0,0.0,0.0,0.0
1997-10-07,129.59,30.5,75.1,75.1,0.0,0.0,0.0,0.0
1997-10-08,129.53,23.0,74.9,74.9,0.0,0.0,0.0,0.0
1997-10-09,129.41,23.8,105.1,105.1,0.0,0.0,0.0,0.0
1997-10-10,129.3,24.1,105.2,105.2,0.0,0.0,0.0,0.0
1997-10-11,129.24,21.7,65.8,65.8,0.0,0.0,0.0,0.0
1997-10-12,129.18,23.6,67.6,67.6,0.0,0.0,0.0,0.0
1997-10-13,129.17,27.8,30.1,30.1,0.0,0.0,0.0,0.0
1997-10-14,129.13,35.9,65.2,65.2,0.0,0.0,0.0,0.0
1997-10-15,129.07,31.3,75.2,75.2,0.0,0.0,0.0,0.0
1997-10-16,129.01,24.3,68.1,68.1,0.0,0.0,0.0,0.0
1997-10-17,128.95,21.3,65.0,65.0,0.0,0.0,0.0,0.0
1997-10-18,128.89,23.0,65.0,65.0,0.0,0.0,0.0,0.0
1997-10-19,128.83,21.8,65.4,65.4,0.0,0.0,0.0,0.0
1997-10-20,128.77,18.8,65.4,65.4,0.0,0.0,0.0,0.0
1997-10-21,128.7,15.0,65.7,65.7,0.0,0.0,0.0,0.0
1997-10-22,128.63,15.0,65.6,65.6,0.0,0.0,0.0,0.0
1997-10-23,128.57,21.7,65.0,65.0,0.0,0.0,0.0,0.0
1997-10-24,128.5,16.1,66.5,66.5,0.0,0.0,0.0,0.0
1997-10-25,128.43,14.7,65.0,65.0,0.0,0.0,0.0,0.0
1997-10-26,128.36,14.8,65.0,65.0,0.0,0.0,0.0,0.0
1997-10-27,128.29,15.0,65.1,65.1,0.0,0.0,0.0,0.0
1997-10-28,128.21,14.3,71.4,71.4,0.0,0.0,0.0,0.0
1997-10-29,128.12,16.3,80.4,80.4,0.0,0.0,0.0,11.9
1997-10-30,128.02,17.9,88.9,88.9,0.0,0.0,0.0,0.0
1997-10-31,127.94,13.5,70.1,70.1,0.0,0.0,0.0,0.0
1997-11-01,127.87,20.7,70.1,70.1,0.0,0.0,0.0,0.0
1997-11-02,127.78,16.7,80.1,80.1,0.0,0.0,0.0,0.0
1997-11-03,127.69,17.0,80.3,80.3,0.0,0.0,0.0,0.0
1997-11-04,127.6,17.0,80.1,80.1,0.0,0.0,0.0,0.0
1997-11-05,127.55,16.5,51.5,51.5,0.0,0.0,0.0,0.0
1997-11-06,127.5,15.1,50.0,50.0,0.0,0.0,0.0,0.0
1997-11-07,127.45,15.1,50.0,50.0,0.0,0.0,0.0,0.0
1997-11-08,127.4,15.2,50.0,50.0,0.0,0.0,0.0,0.0
1997-11-09,127.35,15.2,50.0,50.0,0.0,0.0,0.0,0.0
1997-11-10,127.3,15.3,50.0,50.0,0.0,0.0,0.0,0.0
1997-11-11,127.25,15.4,50.1,50.1,0.0,0.0,0.0,0.0
1997-11-12,127.25,65.1,65.1,65.1,0.0,0.0,0.0,33.0
1997-11-13,127.22,151.6,65.0,65.0,0.0,0.0,0.0,0.0
1997-11-14,127.24,43.8,30.0,30.0,0.0,0.0,0.0,2.1
1997-11-15,127.24,44.0,44.0,44.0,0.0,0.0,0.0,0.0
1997-11-16,127.2,37.7,65.4,65.4,0.0,0.0,0.0,0.0
1997-11-17,127.15,31.0,65.6,65.6,0.0,0.0,0.0,0.0
1997-11-18,127.14,33.1,40.0,40.0,0.0,0.0,0.0,0.6
1997-11-19,127.13,33.1,40.0,40.0,0.0,0.0,0.0,0.0
1997-11-20,127.08,30.5,65.0,65.0,0.0,0.0,0.0,0.0
1997-11-21,127.05,37.8,58.5,58.5,0.0,0.0,0.0,14.6
1997-11-22,127.04,44.4,51.3,51.3,0.0,0.0,0.0,4.0
1997-11-23,127.02,51.2,65.0,65.0,0.0,0.0,0.0,0.0
1997-11-24,126.99,44.5,65.1,65.1,0.0,0.0,0.0,0.0
1997-11-25,127.1,99.2,23.5,23.5,0.0,0.0,0.0,16.4
1997-11-26,127.29,154.7,23.3,23.3,0.0,0.0,0.0,4.0
1997-11-27,127.46,145.6,27.4,27.4,0.0,0.0,0.0,0.0
1997-11-28,127.6,142.0,44.2,44.2,0.0,0.0,0.0,4.0
1997-11-29,127.84,233.7,65.1,65.1,0.0,0.0,0.0,34.4
1997-11-30,128.44,426.8,0.0,0.0,0.0,0.0,0.0,0.5
1997-12-01,128.93,369.7,15.5,15.5,0.0,0.0,0.0,0.0
1997-12-02,129.28,271.7,15.6,15.6,0.0,0.0,0.0,0.0
1997-12-03,129.47,174.9,34.8,34.8,0.0,0.0,0.0,0.0
1997-12-04,129.57,144.2,70.1,70.1,0.0,0.0,0.0,0.0
1997-12-05,129.63,114.6,70.1,70.1,0.0,0.0,0.0,0.0
1997-12-06,129.77,126.7,22.5,22.5,0.0,0.0,0.0,20.9
1997-12-07,130.03,198.4,3.7,3.7,0.0,0.0,0.0,9.1
1997-12-08,130.33,255.8,29.3,29.3,0.0,0.0,0.0,2.9
1997-12-09,130.59,251.2,53.3,53.3,0.0,0.0,0.0,0.0
1997-12-10,130.79,213.3,60.1,60.1,0.0,0.0,0.0,0.0
1997-12-11,130.9,151.0,66.4,66.4,0.0,0.0,0.0,0.0
1997-12-12,130.99,131.8,70.1,70.1,0.0,0.0,0.0,0.0
1997-12-13,131.03,123.7,85.1,85.1,0.0,0.0,0.0,0.0
1997-12-14,131.05,100.6,85.1,85.1,0.0,0.0,0.0,0.0
1997-12-15,131.04,75.6,83.3,83.3,0.0,0.0,0.0,0.0
1997-12-16,131.04,85.3,85.3,85.3,0.0,0.0,0.0,0.0
1997-12-17,131.04,84.9,84.9,84.9,0.0,0.0,0.0,0.0
1997-12-18,131.02,71.2,86.7,86.7,0.0,0.0,0.0,0.0
1997-12-19,131.0,70.5,86.0,86.0,0.0,0.0,0.0,0.0
1997-12-20,130.98,69.5,85.0,85.0,0.0,0.0,0.0,0.0
1997-12-21,130.94,55.1,86.0,86.0,0.0,0.0,0.0,0.0
1997-12-22,130.92,69.7,85.1,85.1,0.0,0.0,0.0,0.0
1997-12-23,130.89,64.8,85.2,85.2,0.0,0.0,0.0,0.0
1997-12-24,130.85,54.8,85.1,85.1,0.0,0.0,0.0,0.0
1997-12-25,130.8,46.7,85.1,85.1,0.0,0.0,0.0,0.0
1997-12-26,130.75,46.6,85.0,85.0,0.0,0.0,0.0,0.0
1997-12-27,130.7,41.8,80.1,80.1,0.0,0.0,0.0,0.0
1997-12-28,130.71,52.8,45.1,45.1,0.0,0.0,0.0,0.0
1997-12-29,130.65,49.1,95.0,95.0,0.0,0.0,0.0,0.0
1997-12-30,130.58,41.6,95.1,95.1,0.0,0.0,0.0,0.0
1997-12-31,130.53,46.8,85.0,85.0,0.0,0.0,0.0,0.0
1998-01-01,130.52,47.1,54.7,54.7,0.0,0.0,0.0,0.0
1998-01-02,130.48,41.6,72.1,72.1,0.0,0.0,0.0,0.0
1998-01-03,130.44,39.7,70.1,70.1,0.0,0.0,0.0,0.0
1998-01-04,130.39,33.4,71.4,71.4,0.0,0.0,0.0,0.0
1998-01-05,130.34,32.3,70.2,70.2,0.0,0.0,0.0,0.0
1998-01-06,130.29,32.1,69.9,69.9,0.0,0.0,0.0,0.0
1998-01-07,130.24,32.5,70.3,70.3,0.0,0.0,0.0,0.0
1998-01-08,130.23,42.5,50.1,50.1,0.0,0.0,0.0,2.7
1998-01-09,130.22,37.5,45.1,45.1,0.0,0.0,0.0,0.0
1998-01-10,130.21,29.9,45.0,45.0,0.0,0.0,0.0,0.5
1998-01-11,130.18,30.0,45.1,45.1,0.0,0.0,0.0,0.0
1998-01-12,130.17,40.4,47.9,47.9,0.0,0.0,0.0,0.2
1998-01-13,130.16,37.5,45.0,45.0,0.0,0.0,0.0,0.0
1998-01-14,130.14,29.6,44.7,44.7,0.0,0.0,0.0,0.0
1998-01-15,130.12,30.0,45.1,45.1,0.0,0.0,0.0,0.0
1998-01-16,130.1,32.9,48.0,48.0,0.0,0.0,0.0,0.0
1998-01-17,130.08,29.9,45.0,45.0,0.0,0.0,0.0,0.0
1998-01-18,130.06,30.0,45.1,45.1,0.0,0.0,0.0,0.0
1998-01-19,130.02,14.8,44.9,44.9,0.0,0.0,0.0,0.0
1998-01-20,129.99,23.8,46.3,46.3,0.0,0.0,0.0,0.0
1998-01-21,129.96,22.5,45.0,45.0,0.0,0.0,0.0,0.0
1998-01-22,129.93,22.5,45.0,45.0,0.0,0.0,0.0,0.0
1998-01-23,129.89,25.1,55.1,55.1,0.0,0.0,0.0,0.0
1998-01-24,129.84,15.1,52.5,52.5,0.0,0.0,0.0,0.0
1998-01-25,129.79,17.6,55.0,55.0,0.0,0.0,0.0,0.0
1998-01-26,129.74,18.1,55.4,55.4,0.0,0.0,0.0,0.0
1998-01-27,129.69,19.0,55.8,55.8,0.0,0.0,0.0,0.0
1998-01-28,129.65,18.0,46.8,46.8,0.0,0.0,0.0,0.0
1998-01-29,129.58,23.6,72.4,72.4,0.0,0.0,0.0,0.0
1998-01-30,129.54,25.3,55.0,55.0,0.0,0.0,0.0,0.0
1998-01-31,129.49,18.3,55.3,55.3,0.0,0.0,0.0,0.0
1998-02-01,129.44,17.9,54.9,54.9,0.0,0.0,0.0,0.0
1998-02-02,129.38,20.5,64.8,64.8,0.0,0.0,0.0,0.0
1998-02-03,129.33,20.5,55.7,55.7,0.0,0.0,0.0,0.0
1998-02-04,129.28,18.2,55.0,55.0,0.0,0.0,0.0,0.0
1998-02-05,129.24,18.3,55.1,55.1,0.0,0.0,0.0,0.0
1998-02-06,129.18,18.3,55.0,55.0,0.0,0.0,0.0,0.0
1998-02-07,129.13,18.3,54.9,54.9,0.0,0.0,0.0,0.6
1998-02-08,129.08,18.4,55.0,55.0,0.0,0.0,0.0,0.0
1998-02-09,129.03,18.5,55.0,55.0,0.0,0.0,0.0,0.5
1998-02-10,128.99,25.8,55.0,55.0,0.0,0.0,0.0,1.8
1998-02-11,128.95,25.7,54.9,54.9,0.0,0.0,0.0,0.0
1998-02-12,128.91,25.8,54.9,54.9,0.0,0.0,0.0,6.8
1998-02-13,128.86,18.6,55.0,55.0,0.0,0.0,0.0,0.0
1998-02-14,128.82,26.1,55.1,55.1,0.0,0.0,0.0,0.8
1998-02-15,128.79,33.3,55.1,55.1,0.0,0.0,0.0,0.3
1998-02-16,128.79,55.1,55.1,55.1,0.0,0.0,0.0,0.0
1998-02-17,128.78,31.1,56.2,56.2,0.0,0.0,0.0,0.0
1998-02-18,128.74,26.2,55.2,55.2,0.0,0.0,0.0,0.0
1998-02-19,128.7,26.7,55.6,55.6,0.0,0.0,0.0,0.0
1998-02-20,128.71,62.3,55.1,55.1,0.0,0.0,0.0,10.7
1998-02-21,128.72,61.2,54.0,54.0,0.0,0.0,0.0,0.0
1998-02-22,128.78,100.5,57.0,57.0,0.0,0.0,0.0,0.2
1998-02-23,128.88,127.6,55.0,55.0,0.0,0.0,0.0,0.0
1998-02-24,128.93,91.4,55.0,55.0,0.0,0.0,0.0,0.3
1998-02-25,128.96,73.3,51.4,51.4,0.0,0.0,0.0,0.0
1998-02-26,128.98,72.3,57.7,57.7,0.0,0.0,0.0,0.0
1998-02-27,128.99,62.3,55.0,55.0,0.0,0.0,0.0,1.1
1998-02-28,129.0,62.2,54.9,54.9,0.0,0.0,0.0,0.7
1998-03-01,129.0,65.9,65.9,65.9,0.0,0.0,0.0,0.5
1998-03-02,129.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0
1998-03-03,129.0,66.4,66.4,66.4,0.0,0.0,0.0,0.0
1998-03-04,129.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0
1998-03-05,128.99,57.7,65.0,65.0,0.0,0.0,0.0,0.0
1998-03-06,128.97,60.4,75.0,75.0,0.0,0.0,0.0,0.0
1998-03-07,128.94,53.3,75.2,75.2,0.0,0.0,0.0,0.0
1998-03-08,128.91,53.3,75.1,75.1,0.0,0.0,0.0,0.0
1998-03-09,128.9,68.0,75.3,75.3,0.0,0.0,0.0,0.0
1998-03-10,128.89,67.6,74.9,74.9,0.0,0.0,0.0,0.0
1998-03-11,128.88,68.0,75.3,75.3,0.0,0.0,0.0,4.4
1998-03-12,128.86,60.5,75.0,75.0,0.0,0.0,0.0,0.0
1998-03-13,128.83,54.0,75.8,75.8,0.0,0.0,0.0,0.0
1998-03-14,128.8,53.3,75.1,75.1,0.0,0.0,0.0,0.0
1998-03-15,128.76,46.3,75.3,75.3,0.0,0.0,0.0,0.0
1998-03-16,128.71,38.6,74.8,74.8,0.0,0.0,0.0,0.0
1998-03-17,128.66,39.2,75.3,75.3,0.0,0.0,0.0,0.0
1998-03-18,128.62,46.3,75.2,75.2,0.0,0.0,0.0,0.0
1998-03-19,128.65,75.5,53.8,53.8,0.0,0.0,0.0,23.6
1998-03-20,128.68,96.9,75.2,75.2,0.0,0.0,0.0,0.0
1998-03-21,128.78,143.4,71.0,71.0,0.0,0.0,0.0,0.0
1998-03-22,128.91,169.4,74.9,74.9,0.0,0.0,0.0,0.0
1998-03-23,128.97,118.8,75.1,75.1,0.0,0.0,0.0,0.0
1998-03-24,129.01,105.0,75.8,75.8,0.0,0.0,0.0,0.0
1998-03-25,129.03,90.2,75.6,75.6,0.0,0.0,0.0,0.0
1998-03-26,128.99,79.4,108.6,108.6,0.0,0.0,0.0,0.0
1998-03-27,128.95,65.8,95.0,95.0,0.0,0.0,0.0,0.2
1998-03-28,128.9,58.9,95.3,95.3,0.0,0.0,0.0,0.0
1998-03-29,128.85,58.8,95.1,95.1,0.0,0.0,0.0,0.0
1998-03-30,128.8,58.9,95.2,95.2,0.0,0.0,0.0,0.0
1998-03-31,128.81,54.4,94.9,94.9,0.0,0.0,0.0,0.0
1998-04-01,128.82,102.4,95.1,95.1,0.0,0.0,0.0,14.7
1998-04-02,128.89,145.9,95.0,95.0,0.0,0.0,0.0,0.2
1998-04-03,128.96,146.0,95.0,95.0,0.0,0.0,0.0,0.0
1998-04-04,129.0,124.2,95.0,95.0,0.0,0.0,0.0,0.0
1998-04-05,129.12,182.7,95.0,95.0,0.0,0.0,0.0,14.7
1998-04-06,129.42,315.6,95.0,95.0,0.0,0.0,0.0,14.6
1998-04-07,130.04,467.7,5.7,5.7,0.0,0.0,0.0,0.0
1998-04-08,130.32,322.7,111.3,111.3,0.0,0.0,0.0,0.0
1998-04-09,130.47,264.2,150.3,150.3,0.0,0.0,0.0,3.4
1998-04-10,130.51,181.3,150.8,150.8,0.0,0.0,0.0,0.2
1998-04-11,130.53,165.2,150.0,150.0,0.0,0.0,0.0,0.0
1998-04-12,130.59,183.0,149.0,149.0,0.0,0.0,0.0,23.9
1998-04-13,130.19,481.0,18.8,18.8,0.0,0.0,0.0,23.9
1998-04-14,132.13,811.0,71.0,71.0,0.0,0.0,0.0,9.7
1998-04-15,132.76,631.5,124.6,124.6,0.0,0.0,0.0,7.3
1998-04-16,133.11,485.2,199.7,199.7,0.0,0.0,0.0,0.3
1998-04-17,133.33,376.6,195.8,195.8,0.0,0.0,0.0,2.1
1998-04-18,133.36,279.5,254.8,254.8,0.0,0.0,0.0,0.2
1998-04-19,133.33,228.1,252.8,252.8,0.0,0.0,0.0,0.4
1998-04-20,133.25,181.4,247.3,247.3,0.0,0.0,0.0,0.0
1998-04-21,133.32,167.8,249.3,249.3,0.0,0.0,0.0,0.0
1998-04-22,133.01,138.7,253.3,253.3,0.0,0.0,0.0,2.2
1998-04-23,132.85,115.7,246.2,246.2,0.0,0.0,0.0,4.1
1998-04-24,132.67,103.9,251.1,251.1,0.0,0.0,0.0,3.5
1998-04-25,132.53,137.0,250.1,250.1,0.0,0.0,0.0,3.5
1998-04-26,132.35,105.2,250.0,250.0,0.0,0.0,0.0,1.1
1998-04-27,132.16,97.9,250.0,250.0,0.0,0.0,0.0,1.4
1998-04-28,131.93,68.0,255.6,255.6,0.0,0.0,0.0,0.0
1998-04-29,131.7,68.7,250.6,250.6,0.0,0.0,0.0,0.2
1998-04-30,131.48,67.6,240.5,240.5,0.0,0.0,0.0,0.0
1998-05-01,131.18,67.2,301.2,301.2,0.0,0.0,0.0,3.1
1998-05-02,131.18,94.8,172.4,172.4,0.0,0.0,0.0,20.1
1998-05-03,131.03,161.3,200.0,200.0,0.0,0.0,0.0,1.6
1998-05-04,131.0,177.3,200.5,200.5,0.0,0.0,0.0,0.0
1998-05-05,130.96,174.3,205.2,205.2,0.0,0.0,0.0,0.4
1998-05-06,130.96,115.5,200.3,200.3,0.0,0.0,0.0,0.0
1998-05-07,130.72,100.4,200.2,200.2,0.0,0.0,0.0,3.5
1998-05-08,130.58,93.6,200.7,200.7,0.0,0.0,0.0,3.2
1998-05-09,130.43,85.7,200.0,200.0,0.0,0.0,0.0,0.5
1998-05-10,130.26,71.1,200.0,200.0,0.0,0.0,0.0,0.0
1998-05-11,130.13,101.9,200.1,200.1,0.0,0.0,0.0,21.6
1998-05-12,130.03,124.7,200.0,200.0,0.0,0.0,0.0,7.6
1998-05-13,129.93,126.0,201.1,201.1,0.0,0.0,0.0,0.0
1998-05-14,129.83,125.2,200.0,200.0,0.0,0.0,0.0,0.4
1998-05-15,129.72,119.2,201.3,201.3,0.0,0.0,0.0,0.0
1998-05-16,129.62,126.8,201.2,201.2,0.0,0.0,0.0,20.3
1998-05-17,129.53,133.2,200.0,200.0,0.0,0.0,0.0,1.0
1998-05-18,129.47,157.3,201.7,201.7,0.0,0.0,0.0,0.1
1998-05-19,129.39,140.9,200.0,200.0,0.0,0.0,0.0,0.0
1998-05-20,129.28,119.1,200.1,200.1,0.0,0.0,0.0,0.4
1998-05-21,129.08,94.0,240.7,240.7,0.0,0.0,0.0,0.0
1998-05-22,128.87,88.3,241.4,241.4,0.0,0.0,0.0,0.1
1998-05-23,128.65,80.7,240.1,240.1,0.0,0.0,0.0,0.0
1998-05-24,128.41,70.3,243.0,243.0,0.0,0.0,0.0,0.0
1998-05-25,128.14,47.9,240.7,240.7,0.0,0.0,0.0,0.1
1998-05-26,127.86,41.6,240.0,240.0,0.0,0.0,0.0,0.0
1998-05-27,127.66,50.1,190.8,190.8,0.0,0.0,0.0,0.0
1998-05-28,127.46,49.7,189.5,189.5,0.0,0.0,0.0,0.0
1998-05-29,127.74,39.3,192.2,192.2,0.0,0.0,0.0,0.0
1998-05-30,127.01,31.0,189.7,189.7,0.0,0.0,0.0,0.0
1998-05-31,126.77,26.2,190.7,190.7,0.0,0.0,0.0,0.0
1998-06-01,126.55,39.8,189.5,189.5,0.0,0.0,0.0,0.0
1998-06-02,126.33,42.3,191.0,191.0,0.0,0.0,0.0,9.3
1998-06-03,126.1,35.6,190.0,190.0,0.0,0.0,0.0,8.5
1998-06-04,125.86,30.2,190.2,190.2,0.0,0.0,0.0,1.8
1998-06-05,125.67,65.9,191.7,191.7,0.0,0.0,0.0,9.3
1998-06-06,125.5,78.9,190.8,190.8,0.0,0.0,0.0,0.2
1998-06-07,125.3,59.1,190.0,190.0,0.0,0.0,0.0,0.0
1998-06-08,125.1,60.6,190.7,190.7,0.0,0.0,0.0,0.0
1998-06-09,124.9,62.7,192.0,192.0,0.0,0.0,0.0,0.1
1998-06-10,124.69,61.1,190.0,190.0,0.0,0.0,0.0,0.2
1998-06-11,124.47,49.7,190.1,190.1,0.0,0.0,0.0,0.0
1998-06-12,124.23,38.1,190.1,190.1,0.0,0.0,0.0,0.0
1998-06-13,124.08,46.6,141.0,141.0,0.0,0.0,0.0,16.2
1998-06-14,123.95,58.8,140.3,140.3,0.0,0.0,0.0,5.0
1998-06-15,123.67,66.7,241.1,241.1,0.0,0.0,0.0,0.0
1998-06-16,123.64,105.1,241.0,241.0,0.0,0.0,0.0,0.0
1998-06-17,123.26,105.9,222.5,222.5,0.0,0.0,0.0,2.0
1998-06-18,123.0,62.1,220.5,220.5,0.0,0.0,0.0,0.1
1998-06-19,122.74,62.9,220.0,220.0,0.0,0.0,0.0,13.9
1998-06-20,122.51,81.6,219.5,219.5,0.0,0.0,0.0,0.0
1998-06-21,122.22,48.1,220.5,220.5,0.0,0.0,0.0,0.0
1998-06-22,121.92,44.6,221.2,221.2,0.0,0.0,0.0,0.1
1998-06-23,121.61,39.4,220.0,220.0,0.0,0.0,0.0,0.0
1998-06-24,121.29,35.6,220.1,220.1,0.0,0.0,0.0,0.0
1998-06-25,121.23,166.1,200.5,200.5,0.0,0.0,0.0,77.8
1998-06-26,121.88,538.9,162.7,162.7,0.0,0.0,0.0,12.2
1998-06-27,121.57,690.6,282.4,282.4,0.0,0.0,0.0,0.0
1998-06-28,122.83,376.9,220.7,220.7,0.0,0.0,0.0,0.2
1998-06-29,122.85,232.1,220.0,220.0,0.0,0.0,0.0,0.0
1998-06-30,122.71,216.1,300.4,300.4,0.0,0.0,0.0,33.4
1998-07-01,123.35,689.6,300.3,300.3,0.0,0.0,0.0,29.6
1998-07-02,125.05,1373.7,301.7,301.7,0.0,0.0,0.0,44.6
1998-07-03,128.25,2486.8,309.5,309.5,0.0,0.0,0.0,26.4
1998-07-04,129.54,1363.0,425.2,425.2,0.0,0.0,0.0,0.1
1998-07-05,129.84,628.0,404.7,404.7,0.0,0.0,0.0,0.0
1998-07-06,129.77,397.9,450.2,450.2,0.0,0.0,0.0,0.6
1998-07-07,129.53,263.6,442.0,442.0,0.0,0.0,0.0,0.0
1998-07-08,129.18,200.6,458.6,458.6,0.0,0.0,0.0,10.1
1998-07-09,129.8,208.1,485.3,485.3,0.0,0.0,0.0,13.4
1998-07-10,128.6,361.7,506.3,506.3,0.0,0.0,0.0,39.6
1998-07-11,130.67,2009.0,470.5,470.5,0.0,0.0,0.0,36.2
1998-07-12,131.47,1128.4,509.0,509.0,0.0,0.0,0.0,0.0
1998-07-13,131.56,586.1,515.5,515.5,0.0,0.0,0.0,0.0
1998-07-14,131.21,386.7,660.1,660.1,0.0,0.0,0.0,8.3
1998-07-15,130.82,388.0,689.5,689.5,0.0,0.0,0.0,2.6
1998-07-16,130.31,252.7,642.0,642.0,0.0,0.0,0.0,4.2
1998-07-17,129.7,201.8,660.0,660.0,0.0,0.0,0.0,0.0
1998-07-18,128.95,122.6,675.0,675.0,0.0,0.0,0.0,4.9
1998-07-19,128.33,248.5,696.1,696.1,0.0,0.0,0.0,29.1
1998-07-20,128.41,406.3,349.0,349.0,0.0,0.0,0.0,1.1
1998-07-21,128.37,322.3,351.0,351.0,0.0,0.0,0.0,1.2
1998-07-22,128.23,252.8,352.9,352.9,0.0,0.0,0.0,2.0
1998-07-23,128.07,241.3,355.2,355.2,0.0,0.0,0.0,2.1
1998-07-24,127.84,191.9,354.6,354.6,0.0,0.0,0.0,1.5
1998-07-25,127.65,216.4,350.0,350.0,0.0,0.0,0.0,6.4
1998-07-26,127.47,224.1,350.0,350.0,0.0,0.0,0.0,15.6
1998-07-27,127.85,618.5,352.0,352.0,0.0,0.0,0.0,1.9
1998-07-28,128.15,366.3,153.8,153.8,0.0,0.0,0.0,7.5
1998-07-29,128.44,357.1,149.9,149.9,0.0,0.0,0.0,0.3
1998-07-30,128.61,272.7,150.4,150.4,0.0,0.0,0.0,5.6
1998-07-31,128.7,214.9,149.9,149.9,0.0,0.0,0.0,3.2
1998-08-01,129.05,404.4,150.0,150.0,0.0,0.0,0.0,32.8
1998-08-02,129.5,481.0,150.0,150.0,0.0,0.0,0.0,0.6
1998-08-03,129.85,538.3,277.9,277.9,0.0,0.0,0.0,35.8
1998-08-04,131.14,1282.7,300.0,300.0,0.0,0.0,0.0,24.1
1998-08-05,131.89,891.6,303.6,303.6,0.0,0.0,0.0,0.5
1998-08-06,132.38,782.2,391.3,391.3,0.0,0.0,0.0,27.9
1998-08-07,134.05,1936.4,563.8,563.8,0.0,0.0,0.0,52.0
1998-08-08,136.57,2828.0,636.7,636.7,0.0,0.0,0.0,104.4
