obsymd,rwl,iqty,tdqty,edqty,spdqty,otltdqty,itqty,rf
1995-01-01,130.25,18.9,52.5,52.5,0.0,0.0,0.0,0.0
1995-01-02,130.19,18.0,76.7,76.7,0.0,0.0,0.0,0.0
1995-01-03,130.07,20.4,102.7,102.7,0.0,0.0,0.0,0.2
1995-01-04,130.0,23.0,71.3,71.3,0.0,0.0,0.0,0.3
1995-01-05,129.93,20.0,77.3,77.3,0.0,0.0,0.0,0.1
1995-01-06,129.85,20.2,80.0,80.0,0.0,0.0,0.0,0.0
1995-01-07,129.75,20.0,83.9,83.9,0.0,0.0,0.0,0.0
1995-01-08,129.69,19.0,92.4,92.4,0.0,0.0,0.0,0.0
1995-01-09,129.58,21.2,73.1,73.1,0.0,0.0,0.0,0.1
1995-01-10,129.5,19.5,81.1,81.1,0.0,0.0,0.0,0.0
1995-01-11,129.39,18.0,118.1,118.1,0.0,0.0,0.0,0.0
1995-01-12,129.27,15.6,74.4,74.4,0.0,0.0,0.0,0.5
1995-01-13,129.19,14.5,83.5,83.5,0.0,0.0,0.0,0.0
1995-01-14,129.09,13.0,70.3,70.3,0.0,0.0,0.0,0.0
1995-01-15,129.03,13.1,76.0,76.0,0.0,0.0,0.0,0.0
1995-01-16,128.94,12.9,78.9,78.9,0.0,0.0,0.0,0.0
1995-01-17,128.84,11.5,81.5,81.5,0.0,0.0,0.0,0.0
1995-01-18,128.75,15.4,80.5,80.5,0.0,0.0,0.0,0.8
1995-01-19,128.65,13.0,81.1,81.1,0.0,0.0,0.0,0.4
1995-01-20,128.55,13.0,82.6,82.6,0.0,0.0,0.0,0.0
1995-01-21,128.44,12.0,83.8,83.8,0.0,0.0,0.0,0.0
1995-01-22,128.38,25.8,82.8,82.8,0.0,0.0,0.0,11.0
1995-01-23,128.27,24.2,81.7,81.7,0.0,0.0,0.0,0.0
1995-01-24,128.18,25.4,82.3,82.3,0.0,0.0,0.0,0.0
1995-01-25,128.09,17.5,84.3,84.3,0.0,0.0,0.0,0.0
1995-01-26,127.98,16.3,82.1,82.1,0.0,0.0,0.0,0.0
1995-01-27,127.88,18.5,82.0,82.0,0.0,0.0,0.0,0.0
1995-01-28,127.78,12.8,82.5,82.5,0.0,0.0,0.0,0.0
1995-01-29,127.78,9.8,85.7,85.7,0.0,0.0,0.0,1.0
1995-01-30,127.59,10.6,87.5,87.5,0.0,0.0,0.0,0.0
1995-01-31,127.48,10.2,80.0,80.0,0.0,0.0,0.0,0.0
1995-02-01,127.35,10.7,94.1,94.1,0.0,0.0,0.0,0.0
1995-02-02,127.22,11.3,93.3,93.3,0.0,0.0,0.0,0.1
1995-02-03,127.12,15.0,96.7,96.7,0.0,0.0,0.0,0.0
1995-02-04,126.98,16.5,85.3,85.3,0.0,0.0,0.0,0.0
1995-02-05,126.9,13.2,88.6,88.6,0.0,0.0,0.0,0.3
1995-02-06,126.78,9.5,88.6,88.6,0.0,0.0,0.0,0.0
1995-02-07,126.67,13.3,88.2,88.2,0.0,0.0,0.0,0.0
1995-02-08,126.56,10.3,84.9,84.9,0.0,0.0,0.0,0.0
1995-02-09,126.44,12.2,106.8,106.8,0.0,0.0,0.0,0.8
1995-02-10,126.33,11.0,60.4,60.4,0.0,0.0,0.0,0.0
1995-02-11,126.21,10.3,84.2,84.2,0.0,0.0,0.0,0.0
1995-02-12,126.14,11.8,85.4,85.4,0.0,0.0,0.0,0.0
1995-02-13,126.02,14.1,87.5,87.5,0.0,0.0,0.0,0.0
1995-02-14,125.91,13.2,86.3,86.3,0.0,0.0,0.0,0.0
1995-02-15,125.79,10.5,88.0,88.0,0.0,0.0,0.0,0.9
1995-02-16,125.68,8.6,87.8,87.8,0.0,0.0,0.0,0.0
1995-02-17,125.57,12.4,84.8,84.8,0.0,0.0,0.0,0.0
1995-02-18,125.64,8.5,88.0,88.0,0.0,0.0,0.0,0.0
1995-02-19,125.35,7.1,85.5,85.5,0.0,0.0,0.0,0.1
1995-02-20,125.22,8.4,86.5,86.5,0.0,0.0,0.0,7.5
1995-02-21,125.1,10.3,88.0,88.0,0.0,0.0,0.0,0.0
1995-02-22,125.0,13.8,78.4,78.4,0.0,0.0,0.0,0.0
1995-02-23,124.91,17.1,87.9,87.9,0.0,0.0,0.0,0.0
1995-02-24,124.78,10.0,87.0,87.0,0.0,0.0,0.0,0.0
1995-02-25,124.64,10.2,88.1,88.1,0.0,0.0,0.0,1.6
1995-02-26,124.56,11.1,81.2,81.2,0.0,0.0,0.0,5.3
1995-02-27,124.43,7.5,96.3,96.3,0.0,0.0,0.0,0.0
1995-02-28,124.31,14.9,84.4,84.4,0.0,0.0,0.0,2.3
1995-03-01,124.21,19.4,88.7,88.7,0.0,0.0,0.0,3.9
1995-03-02,124.09,22.3,89.0,89.0,0.0,0.0,0.0,0.0
1995-03-03,123.97,16.3,91.4,91.4,0.0,0.0,0.0,7.4
1995-03-04,123.85,15.1,83.7,83.7,0.0,0.0,0.0,0.6
1995-03-05,123.76,14.5,89.2,89.2,0.0,0.0,0.0,0.0
1995-03-06,123.63,15.2,89.4,89.4,0.0,0.0,0.0,0.0
1995-03-07,123.47,13.6,99.8,99.8,0.0,0.0,0.0,0.0
1995-03-08,123.4,16.0,59.0,59.0,0.0,0.0,0.0,0.0
1995-03-09,123.3,20.0,117.9,117.9,0.0,0.0,0.0,5.0
1995-03-10,123.15,21.6,88.6,88.6,0.0,0.0,0.0,8.6
1995-03-11,123.07,47.7,78.0,78.0,0.0,0.0,0.0,0.5
1995-03-12,123.04,45.3,27.1,27.1,0.0,0.0,0.0,6.8
1995-03-13,123.0,29.9,84.5,84.5,0.0,0.0,0.0,0.0
1995-03-14,122.92,28.5,83.0,83.0,0.0,0.0,0.0,0.0
1995-03-15,122.82,23.7,90.0,90.0,0.0,0.0,0.0,0.0
1995-03-16,122.75,43.5,79.6,79.6,0.0,0.0,0.0,17.2
1995-03-17,122.78,116.1,68.0,68.0,0.0,0.0,0.0,0.0
1995-03-18,122.82,119.4,59.1,59.1,0.0,0.0,0.0,0.5
1995-03-19,122.94,95.2,28.6,28.6,0.0,0.0,0.0,0.0
1995-03-20,123.0,70.0,76.0,76.0,0.0,0.0,0.0,0.0
1995-03-21,122.99,60.3,84.5,84.5,0.0,0.0,0.0,0.5
1995-03-22,122.94,63.2,81.3,81.3,0.0,0.0,0.0,0.2
1995-03-23,122.89,54.0,84.2,84.2,0.0,0.0,0.0,1.8
1995-03-24,122.85,59.6,83.8,83.8,0.0,0.0,0.0,4.5
1995-03-25,122.83,61.5,85.6,85.6,0.0,0.0,0.0,0.8
1995-03-26,122.77,62.7,86.8,86.8,0.0,0.0,0.0,0.0
1995-03-27,122.71,56.7,86.8,86.8,0.0,0.0,0.0,2.9
1995-03-28,122.68,52.6,88.6,88.6,0.0,0.0,0.0,0.0
1995-03-29,122.62,53.4,89.3,89.3,0.0,0.0,0.0,0.0
1995-03-30,122.55,52.8,88.7,88.7,0.0,0.0,0.0,0.0
1995-03-31,122.48,48.5,87.6,87.6,0.0,0.0,0.0,2.5
1995-04-01,122.42,54.2,96.0,96.0,0.0,0.0,0.0,0.0
1995-04-02,122.37,52.9,94.5,94.5,0.0,0.0,0.0,0.4
1995-04-03,122.24,54.6,143.3,143.3,0.0,0.0,0.0,0.0
1995-04-04,122.15,58.2,70.0,70.0,0.0,0.0,0.0,0.0
1995-04-05,122.13,59.2,47.5,47.5,0.0,0.0,0.0,0.0
1995-04-06,122.1,50.2,97.3,97.3,0.0,0.0,0.0,0.5
1995-04-07,122.01,54.4,95.5,95.5,0.0,0.0,0.0,0.0
1995-04-08,121.91,36.8,95.4,95.4,0.0,0.0,0.0,0.0
1995-04-09,121.86,40.9,93.5,93.5,0.0,0.0,0.0,3.4
1995-04-10,121.78,43.6,96.0,96.0,0.0,0.0,0.0,0.0
1995-04-11,121.68,47.7,100.0,100.0,0.0,0.0,0.0,5.7
1995-04-12,121.6,42.2,94.3,94.3,0.0,0.0,0.0,0.3
1995-04-13,121.52,49.8,96.0,96.0,0.0,0.0,0.0,0.0
1995-04-14,121.46,53.4,99.5,99.5,0.0,0.0,0.0,0.0
1995-04-15,121.36,56.6,96.8,96.8,0.0,0.0,0.0,0.0
1995-04-16,121.3,57.7,97.8,97.8,0.0,0.0,0.0,0.0
1995-04-17,121.2,53.2,93.2,93.2,0.0,0.0,0.0,0.0
1995-04-18,121.13,48.0,93.6,93.6,0.0,0.0,0.0,0.0
1995-04-19,121.05,48.3,99.5,99.5,0.0,0.0,0.0,1.8
1995-04-20,120.97,47.5,96.3,96.3,0.0,0.0,0.0,0.0
1995-04-21,120.89,60.5,100.1,100.1,0.0,0.0,0.0,19.7
1995-04-22,120.84,101.4,95.7,95.7,0.0,0.0,0.0,17.9
1995-04-23,120.97,194.4,81.0,81.0,0.0,0.0,0.0,1.2
1995-04-24,121.26,297.5,91.4,91.4,0.0,0.0,0.0,0.0
1995-04-25,121.58,224.6,97.4,97.4,0.0,0.0,0.0,0.0
1995-04-26,121.74,183.2,96.0,96.0,0.0,0.0,0.0,0.0
1995-04-27,121.83,131.4,119.7,119.7,0.0,0.0,0.0,0.0
1995-04-28,121.87,135.3,59.3,59.3,0.0,0.0,0.0,0.0
1995-04-29,121.94,86.4,60.0,60.0,0.0,0.0,0.0,0.0
1995-04-30,122.01,88.0,93.9,93.9,0.0,0.0,0.0,0.0
1995-05-01,122.0,90.3,90.3,90.3,0.0,0.0,0.0,0.0
1995-05-02,121.95,78.5,98.5,98.5,0.0,0.0,0.0,0.0
1995-05-03,121.87,61.0,107.8,107.8,0.0,0.0,0.0,0.0
1995-05-04,121.8,58.0,104.7,104.7,0.0,0.0,0.0,0.0
1995-05-05,121.72,62.5,109.0,109.0,0.0,0.0,0.0,0.0
1995-05-06,121.63,59.6,106.0,106.0,0.0,0.0,0.0,0.0
1995-05-07,121.57,54.8,106.9,106.9,0.0,0.0,0.0,0.0
1995-05-08,121.46,49.3,105.0,105.0,0.0,0.0,0.0,0.0
1995-05-09,121.36,46.0,103.5,103.5,0.0,0.0,0.0,0.0
1995-05-10,121.27,58.4,110.0,110.0,0.0,0.0,0.0,8.2
1995-05-11,121.18,53.9,103.0,103.0,0.0,0.0,0.0,0.0
1995-05-12,121.09,45.6,102.5,102.5,0.0,0.0,0.0,0.0
1995-05-13,120.96,44.6,106.3,106.3,0.0,0.0,0.0,6.1
1995-05-14,120.88,48.8,107.0,107.0,0.0,0.0,0.0,8.4
1995-05-15,120.74,42.5,112.3,112.3,0.0,0.0,0.0,0.5
1995-05-16,120.62,42.1,109.4,109.4,0.0,0.0,0.0,0.0
1995-05-17,120.5,41.5,106.8,106.8,0.0,0.0,0.0,0.0
1995-05-18,120.34,36.8,109.2,109.2,0.0,0.0,0.0,0.0
1995-05-19,120.28,38.8,105.3,105.3,0.0,0.0,0.0,0.0
1995-05-20,120.16,55.5,108.9,108.9,0.0,0.0,0.0,20.7
1995-05-21,120.08,62.5,106.5,106.5,0.0,0.0,0.0,0.5
1995-05-22,120.0,79.4,112.3,112.3,0.0,0.0,0.0,0.6
1995-05-23,119.95,71.9,104.8,104.8,0.0,0.0,0.0,0.0
1995-05-24,119.87,64.1,107.8,107.8,0.0,0.0,0.0,0.0
1995-05-25,119.77,62.0,111.0,111.0,0.0,0.0,0.0,0.6
1995-05-26,119.62,53.8,109.0,109.0,0.0,0.0,0.0,0.0
1995-05-27,119.55,51.0,105.0,105.0,0.0,0.0,0.0,0.0
1995-05-28,119.38,47.8,107.0,107.0,0.0,0.0,0.0,0.0
1995-05-29,119.32,40.4,104.8,104.8,0.0,0.0,0.0,0.0
1995-05-30,119.19,36.6,106.0,106.0,0.0,0.0,0.0,0.0
1995-05-31,119.07,33.9,108.3,108.3,0.0,0.0,0.0,0.0
1995-06-01,118.93,32.3,115.8,115.8,0.0,0.0,0.0,0.0
1995-06-02,118.78,31.5,114.6,114.6,0.0,0.0,0.0,4.7
1995-06-03,118.62,30.1,113.8,113.8,0.0,0.0,0.0,17.4
1995-06-04,118.41,35.3,113.0,113.0,0.0,0.0,0.0,0.0
1995-06-05,118.38,50.5,111.0,111.0,0.0,0.0,0.0,4.0
1995-06-06,118.23,59.2,110.8,110.8,0.0,0.0,0.0,0.0
1995-06-07,118.14,53.4,110.0,110.0,0.0,0.0,0.0,2.4
1995-06-08,118.0,47.3,114.3,114.3,0.0,0.0,0.0,0.0
1995-06-09,117.87,42.6,113.9,113.9,0.0,0.0,0.0,0.0
1995-06-10,117.72,37.6,113.0,113.0,0.0,0.0,0.0,0.0
1995-06-11,117.58,34.9,113.5,113.5,0.0,0.0,0.0,0.0
1995-06-12,117.4,25.5,110.7,110.7,0.0,0.0,0.0,0.1
1995-06-13,117.25,25.0,111.6,111.6,0.0,0.0,0.0,0.0
1995-06-14,117.07,26.3,112.6,112.6,0.0,0.0,0.0,0.0
1995-06-15,116.89,23.1,111.6,111.6,0.0,0.0,0.0,0.0
1995-06-16,116.73,21.8,112.2,112.2,0.0,0.0,0.0,0.1
1995-06-17,116.54,22.2,113.6,113.6,0.0,0.0,0.0,0.0
1995-06-18,116.4,25.7,69.2,69.2,0.0,0.0,0.0,11.0
1995-06-19,116.3,31.0,113.2,113.2,0.0,0.0,0.0,7.1
1995-06-20,116.14,28.7,103.5,103.5,0.0,0.0,0.0,0.0
1995-06-21,115.97,34.7,129.7,129.7,0.0,0.0,0.0,0.0
1995-06-22,115.78,34.4,111.5,111.5,0.0,0.0,0.0,0.0
1995-06-23,115.56,35.6,112.8,112.8,0.0,0.0,0.0,0.0
1995-06-24,115.42,25.0,113.5,113.5,0.0,0.0,0.0,0.0
1995-06-25,115.25,25.0,108.8,108.8,0.0,0.0,0.0,12.3
1995-06-26,115.07,25.2,112.6,112.6,0.0,0.0,0.0,5.5
1995-06-27,114.91,23.5,110.3,110.3,0.0,0.0,0.0,0.0
1995-06-28,114.77,23.0,111.6,111.6,0.0,0.0,0.0,5.8
1995-06-29,114.6,35.7,110.9,110.9,0.0,0.0,0.0,0.0
1995-06-30,114.47,39.7,109.6,109.6,0.0,0.0,0.0,0.0
1995-07-01,114.34,38.7,70.4,70.4,0.0,0.0,0.0,0.4
1995-07-02,114.27,28.5,69.8,69.8,0.0,0.0,0.0,0.0
1995-07-03,114.17,34.5,70.3,70.3,0.0,0.0,0.0,1.2
1995-07-04,114.07,32.6,71.5,71.5,0.0,0.0,0.0,0.0
1995-07-05,113.98,25.5,69.6,69.6,0.0,0.0,0.0,0.0
1995-07-06,113.87,12.9,70.0,70.0,0.0,0.0,0.0,0.0
1995-07-07,113.75,12.7,68.9,68.9,0.0,0.0,0.0,0.0
1995-07-08,113.64,25.9,69.3,69.3,0.0,0.0,0.0,14.4
1995-07-09,113.62,33.9,3.4,3.4,0.0,0.0,0.0,8.0
1995-07-10,114.07,180.0,0.0,0.0,0.0,0.0,0.0,101.1
1995-07-11,117.04,1487.0,2.8,2.8,0.0,0.0,0.0,6.0
1995-07-12,118.79,620.1,90.0,90.0,0.0,0.0,0.0,0.7
1995-07-13,119.48,395.5,181.0,181.0,0.0,0.0,0.0,8.7
1995-07-14,119.87,413.5,184.4,184.4,0.0,0.0,0.0,3.2
1995-07-15,120.26,285.1,41.5,41.5,0.0,0.0,0.0,6.4
1995-07-16,120.8,462.3,21.5,21.5,0.0,0.0,0.0,34.4
1995-07-17,122.33,1101.9,45.9,45.9,0.0,0.0,0.0,0.8
1995-07-18,123.47,500.0,20.3,20.3,0.0,0.0,0.0,0.1
1995-07-19,124.15,519.8,21.6,21.6,0.0,0.0,0.0,58.1
1995-07-20,125.84,1579.5,16.0,16.0,0.0,0.0,0.0,2.4
1995-07-21,127.68,916.0,27.1,27.1,0.0,0.0,0.0,2.2
1995-07-22,128.87,549.0,81.0,81.0,0.0,0.0,0.0,0.0
1995-07-23,129.16,398.3,32.2,32.2,0.0,0.0,0.0,8.3
1995-07-24,129.7,552.8,46.3,46.3,0.0,0.0,0.0,13.2
1995-07-25,130.43,623.2,106.8,106.8,0.0,0.0,0.0,12.0
1995-07-26,131.01,475.0,104.4,104.4,0.0,0.0,0.0,0.0
1995-07-27,131.38,314.5,103.8,103.8,0.0,0.0,0.0,0.0
1995-07-28,131.59,240.2,102.5,102.5,0.0,0.0,0.0,0.0
1995-07-29,131.72,195.4,77.2,77.2,0.0,0.0,0.0,0.0
1995-07-30,131.84,144.8,65.7,65.7,0.0,0.0,0.0,0.0
1995-07-31,131.9,105.7,89.8,89.8,0.0,0.0,0.0,0.0
1995-08-01,131.95,108.9,61.5,61.5,0.0,0.0,0.0,18.8
1995-08-02,132.03,189.8,102.3,102.3,0.0,0.0,0.0,3.8
1995-08-03,132.11,189.8,151.8,151.8,0.0,0.0,0.0,0.2
1995-08-04,132.13,134.5,142.4,142.4,0.0,0.0,0.0,0.2
1995-08-05,132.1,112.8,152.6,152.6,0.0,0.0,0.0,1.6
1995-08-06,132.07,101.5,148.6,148.6,0.0,0.0,0.0,0.1
1995-08-07,131.98,93.5,180.8,180.8,0.0,0.0,0.0,0.0
1995-08-08,131.87,85.1,195.8,195.8,0.0,0.0,0.0,7.0
1995-08-09,132.49,1891.3,484.4,484.4,0.0,0.0,0.0,100.1
1995-08-10,134.18,1414.7,617.9,617.9,0.0,0.0,0.0,0.0
1995-08-11,134.5,602.6,611.1,611.1,0.0,0.0,0.0,0.0
1995-08-12,134.26,366.0,661.9,661.9,0.0,0.0,0.0,2.2
1995-08-13,133.9,266.8,609.9,609.9,0.0,0.0,0.0,6.5
1995-08-14,133.48,270.1,609.4,609.4,0.0,0.0,0.0,0.1
1995-08-15,133.06,195.0,554.9,554.9,0.0,0.0,0.0,13.8
1995-08-16,132.62,218.1,565.6,565.6,0.0,0.0,0.0,0.7
1995-08-17,132.15,168.8,583.6,583.6,0.0,0.0,0.0,3.6
1995-08-18,131.64,133.9,558.3,558.3,0.0,0.0,0.0,0.0
1995-08-19,131.2,155.6,504.5,504.5,0.0,0.0,0.0,36.6
1995-08-20,131.73,2422.9,524.9,524.9,0.0,0.0,0.0,72.4
1995-08-21,134.31,1897.5,644.6,644.6,0.0,0.0,0.0,1.0
1995-08-22,134.95,787.5,649.9,649.9,0.0,0.0,0.0,0.3
1995-08-23,134.93,637.6,654.8,654.8,0.0,0.0,0.0,59.5
1995-08-24,136.84,4751.0,1215.4,662.5,552.9,0.0,0.0,72.2
1995-08-25,140.31,8776.2,5870.0,668.8,5201.2,0.0,0.0,122.9
1995-08-26,140.8,5053.5,7692.0,689.3,7002.7,0.0,0.0,22.2
1995-08-27,139.59,2247.5,1228.3,641.1,587.2,0.0,0.0,6.8
1995-08-28,140.61,1363.9,648.2,648.2,0.0,0.0,0.0,4.8
1995-08-29,141.03,831.6,660.8,660.8,0.0,0.0,0.0,0.0
1995-08-30,141.19,1100.6,786.4,683.5,102.9,0.0,0.0,23.4
1995-08-31,141.31,1087.2,1380.4,687.5,692.9,0.0,0.0,0.3
1995-09-01,140.58,865.0,1813.3,682.5,1130.8,0.0,0.0,0.0
1995-09-02,139.94,579.0,717.8,522.3,195.5,0.0,0.0,26.1
1995-09-03,140.09,897.2,559.7,559.7,0.0,0.0,0.0,0.0
1995-09-04,140.05,492.7,640.0,640.0,0.0,0.0,0.0,0.0
1995-09-05,139.78,344.3,685.5,685.5,0.0,0.0,0.0,0.0
1995-09-06,139.37,254.3,688.8,688.8,0.0,0.0,0.0,2.1
1995-09-07,138.92,241.4,668.6,668.6,0.0,0.0,0.0,1.0
1995-09-08,138.44,178.8,660.6,660.6,0.0,0.0,0.0,0.8
1995-09-09,137.94,167.1,642.0,642.0,0.0,0.0,0.0,5.2
1995-09-10,137.41,151.1,638.0,638.0,0.0,0.0,0.0,0.6
1995-09-11,138.87,130.5,646.6,646.6,0.0,0.0,0.0,0.0
1995-09-12,136.36,100.4,555.9,555.9,0.0,0.0,0.0,0.0
1995-09-13,135.87,112.5,561.0,561.0,0.0,0.0,0.0,0.0
1995-09-14,135.35,110.4,548.1,548.1,0.0,0.0,0.0,0.3
1995-09-15,134.35,88.2,440.3,440.3,0.0,0.0,0.0,0.0
1995-09-16,134.59,87.0,199.0,199.0,0.0,0.0,0.0,0.4
1995-09-17,134.5,90.5,175.5,175.5,0.0,0.0,0.0,0.0
1995-09-18,134.37,71.0,181.2,181.2,0.0,0.0,0.0,0.9
1995-09-19,134.27,64.0,106.0,106.0,0.0,0.0,0.0,0.0
1995-09-20,134.22,67.3,109.5,109.5,0.0,0.0,0.0,0.0
1995-09-21,134.18,65.3,107.5,107.5,0.0,0.0,0.0,0.0
1995-09-22,134.12,64.5,113.4,113.4,0.0,0.0,0.0,0.0
1995-09-23,134.06,66.3,101.3,101.3,0.0,0.0,0.0,2.8
1995-09-24,134.02,56.1,98.1,98.1,0.0,0.0,0.0,4.2
1995-09-25,133.95,55.3,167.7,167.7,0.0,0.0,0.0,0.2
1995-09-26,133.85,59.4,101.2,101.2,0.0,0.0,0.0,4.8
1995-09-27,133.81,58.0,99.7,99.7,0.0,0.0,0.0,4.4
1995-09-28,133.77,56.7,89.2,89.2,0.0,0.0,0.0,0.0
1995-09-29,133.74,82.5,81.0,81.0,0.0,0.0,0.0,0.0
1995-09-30,133.71,63.0,79.7,79.7,0.0,0.0,0.0,0.0
1995-10-01,133.69,59.7,100.3,100.3,0.0,0.0,0.0,0.0
1995-10-02,133.61,49.9,99.7,99.7,0.0,0.0,0.0,0.0
1995-10-03,133.57,38.1,79.6,79.6,0.0,0.0,0.0,0.0
1995-10-04,133.52,36.7,66.8,66.8,0.0,0.0,0.0,0.0
1995-10-05,133.49,40.4,73.5,73.5,0.0,0.0,0.0,0.0
1995-10-06,133.45,41.9,75.0,75.0,0.0,0.0,0.0,0.0
1995-10-07,133.41,41.2,75.0,75.0,0.0,0.0,0.0,0.0
1995-10-08,133.37,42.3,75.3,75.3,0.0,0.0,0.0,0.0
1995-10-09,133.31,34.7,75.9,75.9,0.0,0.0,0.0,0.0
1995-10-10,133.27,31.3,72.4,72.4,0.0,0.0,0.0,0.0
1995-10-11,133.23,32.7,73.8,73.8,0.0,0.0,0.0,0.0
1995-10-12,133.16,22.8,72.0,72.0,0.0,0.0,0.0,0.0
1995-10-13,133.11,24.9,74.0,74.0,0.0,0.0,0.0,0.0
1995-10-14,133.05,24.2,65.1,65.1,0.0,0.0,0.0,0.0
1995-10-15,133.04,72.9,64.7,64.7,0.0,0.0,0.0,16.0
1995-10-16,133.01,31.2,63.9,63.9,0.0,0.0,0.0,0.0
1995-10-17,132.98,35.5,51.8,51.8,0.0,0.0,0.0,0.0
1995-10-18,132.98,41.2,49.3,49.3,0.0,0.0,0.0,0.0
1995-10-19,132.96,31.5,47.8,47.8,0.0,0.0,0.0,0.0
1995-10-20,132.94,34.4,50.7,50.7,0.0,0.0,0.0,0.0
1995-10-21,132.9,24.9,65.6,65.6,0.0,0.0,0.0,0.0
1995-10-22,132.86,26.1,58.5,58.5,0.0,0.0,0.0,0.0
1995-10-23,132.82,26.9,59.4,59.4,0.0,0.0,0.0,0.0
1995-10-24,132.79,24.7,65.3,65.3,0.0,0.0,0.0,3.2
1995-10-25,132.73,28.7,65.1,65.1,0.0,0.0,0.0,0.0
1995-10-26,132.68,23.6,64.0,64.0,0.0,0.0,0.0,0.0
1995-10-27,132.65,25.2,65.6,65.6,0.0,0.0,0.0,0.0
1995-10-28,132.59,26.5,62.5,62.5,0.0,0.0,0.0,0.0
1995-10-29,132.55,24.3,64.6,64.6,0.0,0.0,0.0,0.0
1995-10-30,132.5,24.4,64.7,64.7,0.0,0.0,0.0,0.8
1995-10-31,132.45,35.5,72.7,72.7,0.0,0.0,0.0,6.8
1995-11-01,132.4,24.7,72.9,72.9,0.0,0.0,0.0,1.8
1995-11-02,132.33,20.0,76.1,76.1,0.0,0.0,0.0,0.0
1995-11-03,132.27,19.9,72.9,72.9,0.0,0.0,0.0,0.0
1995-11-04,132.2,18.2,74.1,74.1,0.0,0.0,0.0,0.0
1995-11-05,132.16,25.5,73.3,73.3,0.0,0.0,0.0,0.0
1995-11-06,132.08,28.5,75.3,75.3,0.0,0.0,0.0,0.0
1995-11-07,132.03,26.6,74.3,74.3,0.0,0.0,0.0,8.3
1995-11-08,131.95,25.3,80.8,80.8,0.0,0.0,0.0,0.0
1995-11-09,131.88,20.8,72.2,72.2,0.0,0.0,0.0,0.0
1995-11-10,131.82,24.9,72.3,72.3,0.0,0.0,0.0,5.6
1995-11-11,131.75,27.3,74.6,74.6,0.0,0.0,0.0,0.0
1995-11-12,131.71,28.2,72.5,72.5,0.0,0.0,0.0,0.0
1995-11-13,131.64,19.9,74.5,74.5,0.0,0.0,0.0,3.9
1995-11-14,131.59,26.1,49.7,49.7,0.0,0.0,0.0,5.6
1995-11-15,131.56,28.2,45.9,45.9,0.0,0.0,0.0,0.0
1995-11-16,131.54,24.3,38.4,38.4,0.0,0.0,0.0,0.0
1995-11-17,131.52,33.5,41.4,41.4,0.0,0.0,0.0,0.0
1995-11-18,131.51,32.9,48.6,48.6,0.0,0.0,0.0,0.6
1995-11-19,131.49,25.7,49.2,49.2,0.0,0.0,0.0,3.8
1995-11-20,131.46,27.4,50.8,50.8,0.0,0.0,0.0,0.0
1995-11-21,131.41,29.7,68.8,68.8,0.0,0.0,0.0,0.0
1995-11-22,131.35,18.8,73.4,73.4,0.0,0.0,0.0,0.0
1995-11-23,131.3,21.8,68.5,68.5,0.0,0.0,0.0,0.8
1995-11-24,131.24,25.0,67.8,67.8,0.0,0.0,0.0,1.6
1995-11-25,131.18,18.9,57.8,57.8,0.0,0.0,0.0,0.0
1995-11-26,131.15,26.1,64.9,64.9,0.0,0.0,0.0,0.0
1995-11-27,131.09,23.7,62.4,62.4,0.0,0.0,0.0,0.0
1995-11-28,131.04,26.8,73.2,73.2,0.0,0.0,0.0,0.0
1995-11-29,130.97,19.3,73.3,73.3,0.0,0.0,0.0,0.0
1995-11-30,130.89,16.8,78.5,78.5,0.0,0.0,0.0,1.9
1995-12-01,130.83,19.2,57.7,57.7,0.0,0.0,0.0,0.0
1995-12-02,130.77,13.9,60.0,60.0,0.0,0.0,0.0,0.0
1995-12-03,130.73,19.2,57.5,57.5,0.0,0.0,0.0,0.0
1995-12-04,130.67,20.6,58.8,58.8,0.0,0.0,0.0,0.0
1995-12-05,130.62,20.8,56.0,56.0,0.0,0.0,0.0,0.0
1995-12-06,130.56,16.6,57.8,57.8,0.0,0.0,0.0,0.0
1995-12-07,130.51,17.6,58.5,58.5,0.0,0.0,0.0,0.0
1995-12-08,130.45,14.3,60.0,60.0,0.0,0.0,0.0,0.0
1995-12-09,130.38,13.8,58.6,58.6,0.0,0.0,0.0,0.0
1995-12-10,130.34,12.5,58.7,58.7,0.0,0.0,0.0,0.0
1995-12-11,130.29,14.5,59.9,59.9,0.0,0.0,0.0,0.0
1995-12-12,130.23,12.9,58.2,58.2,0.0,0.0,0.0,1.0
1995-12-13,130.16,13.9,59.1,59.1,0.0,0.0,0.0,0.0
1995-12-14,130.1,14.9,60.1,60.1,0.0,0.0,0.0,0.0
1995-12-15,130.04,14.5,58.1,58.1,0.0,0.0,0.0,0.0
1995-12-16,129.97,13.3,59.8,59.8,0.0,0.0,0.0,0.0
1995-12-17,139.93,12.9,57.9,57.9,0.0,0.0,0.0,0.0
1995-12-18,139.86,14.8,59.7,59.7,0.0,0.0,0.0,0.0
1995-12-19,129.81,13.9,60.0,60.0,0.0,0.0,0.0,0.0
1995-12-20,129.75,14.2,59.0,59.0,0.0,0.0,0.0,0.1
1995-12-21,129.68,13.7,58.3,58.3,0.0,0.0,0.0,0.0
1995-12-22,129.62,15.6,60.1,60.1,0.0,0.0,0.0,0.0
1995-12-23,129.54,8.9,60.8,60.8,0.0,0.0,0.0,0.0
