taavg,hmavg,rf,iqty,ymd
17.6,68.8,1.0,47.5,2012-05-15
17.0,61.9,0.0,49.6,2012-05-16
14.7,72.3,9.0,62.2,2012-05-17
15.8,68.0,0.0,44.2,2012-05-18
17.6,57.5,0.0,41.8,2012-05-19
20.1,54.3,0.0,55.3,2012-05-20
20.7,46.0,0.0,35.5,2012-05-21
21.3,49.3,0.0,38.4,2012-05-22
21.0,51.1,0.0,21.3,2012-05-23
19.6,56.6,0.0,32.8,2012-05-24
20.7,52.0,0.0,39.2,2012-05-25
18.9,49.2,0.0,19.1,2012-05-26
20.0,51.8,0.0,29.8,2012-05-27
19.9,77.1,6.0,39.8,2012-05-28
19.7,60.9,0.0,28.9,2012-05-29
17.8,82.1,1.0,28.5,2012-05-30
20.1,68.5,0.0,23.5,2012-05-31
20.8,55.7,0.0,30.2,2012-06-01
21.3,58.5,0.0,28.5,2012-06-02
21.7,61.5,0.0,34.0,2012-06-03
23.2,56.3,0.0,40.9,2012-06-04
23.9,55.7,0.0,24.0,2012-06-05
23.7,61.1,0.0,19.5,2012-06-06
24.2,64.7,0.0,37.0,2012-06-07
21.3,73.8,0.0,32.5,2012-06-08
22.9,65.8,0.0,31.4,2012-06-09
25.0,53.1,0.0,21.8,2012-06-10
23.2,69.1,0.0,24.0,2012-06-11
22.3,70.9,49.0,44.3,2012-06-12
22.6,61.8,0.0,49.7,2012-06-13
23.0,56.4,0.0,27.8,2012-06-14
21.7,61.7,0.0,27.8,2012-06-15
24.0,60.5,0.0,28.0,2012-06-16
24.1,57.4,0.0,23.2,2012-06-17
23.7,55.7,0.0,28.1,2012-06-18
25.1,54.0,0.0,22.1,2012-06-19
25.0,51.6,56.0,18.5,2012-06-20
25.2,52.2,0.0,13.4,2012-06-21
24.9,56.4,0.0,19.3,2012-06-22
25.8,58.8,0.0,8.6,2012-06-23
25.1,57.3,0.0,25.2,2012-06-24
23.0,50.0,0.0,20.5,2012-06-25
22.7,54.8,0.0,15.4,2012-06-26
22.4,54.5,0.0,15.9,2012-06-27
23.8,57.4,0.0,16.5,2012-06-28
26.3,52.3,0.0,16.8,2012-06-29
23.4,89.0,57.0,58.5,2012-06-30
23.2,80.7,0.0,61.5,2012-07-01
24.0,68.3,0.0,66.3,2012-07-02
25.0,70.0,0.0,66.1,2012-07-03
26.4,71.5,0.0,56.0,2012-07-04
23.8,88.4,21.0,61.1,2012-07-05
23.0,90.4,132.0,2252.0,2012-07-06
23.7,73.5,0.0,3373.7,2012-07-07
25.3,72.2,0.0,993.7,2012-07-08
26.0,73.4,0.0,414.6,2012-07-09
26.1,66.1,0.0,271.1,2012-07-10
25.7,79.3,3.0,231.7,2012-07-11
25.4,71.3,0.0,211.2,2012-07-12
25.5,82.3,9.0,175.3,2012-07-13
24.3,87.5,8.0,168.9,2012-07-14
21.9,87.7,43.0,977.6,2012-07-15
22.9,82.7,0.0,2027.6,2012-07-16
24.7,83.7,0.0,760.0,2012-07-17
26.4,79.5,5.0,493.9,2012-07-18
25.9,81.3,20.0,645.0,2012-07-19
25.8,79.1,0.0,769.9,2012-07-20
27.2,74.4,0.0,492.1,2012-07-21
25.7,85.5,9.0,378.6,2012-07-22
27.0,80.3,0.0,271.3,2012-07-23
27.6,74.2,0.0,228.1,2012-07-24
27.6,75.0,0.0,169.4,2012-07-25
27.2,73.5,0.0,135.5,2012-07-26
27.5,71.3,0.0,135.1,2012-07-27
27.4,72.1,0.0,110.0,2012-07-28
28.5,71.0,0.0,93.1,2012-07-29
28.6,70.8,0.0,84.3,2012-07-30
28.5,73.1,0.0,76.1,2012-07-31
30.1,62.3,0.0,76.4,2012-08-01
30.0,55.4,0.0,59.3,2012-08-02
29.7,60.4,0.0,59.3,2012-08-03
29.5,61.1,0.0,51.7,2012-08-04
29.6,60.4,0.0,42.9,2012-08-05
30.3,62.0,0.0,43.1,2012-08-06
29.6,55.0,0.0,34.9,2012-08-07
27.6,55.8,0.0,35.0,2012-08-08
27.3,69.7,0.0,27.8,2012-08-09
25.5,83.8,0.0,8.2,2012-08-10
26.6,73.5,1.0,9.5,2012-08-11
24.8,90.9,54.0,53.1,2012-08-12
25.3,82.4,36.0,163.3,2012-08-13
26.6,64.8,0.0,99.2,2012-08-14
25.8,82.2,57.0,170.0,2012-08-15
24.1,95.0,20.0,537.9,2012-08-16
25.8,88.5,20.0,726.0,2012-08-17
27.0,87.4,0.0,467.8,2012-08-18
28.3,78.4,6.0,294.5,2012-08-19
26.7,84.3,6.0,213.9,2012-08-20
25.9,91.0,13.0,239.5,2012-08-21
22.5,95.0,22.0,625.9,2012-08-22
22.1,88.3,3.0,1474.8,2012-08-23
23.1,81.8,0.55,1173.0,2012-08-24
25.9,81.6,8.0,684.6,2012-08-25
27.6,73.0,0.0,432.0,2012-08-26
27.5,64.1,0.0,308.6,2012-08-27
27.1,67.6,18.0,293.6,2012-08-28
26.5,68.6,0.0,327.2,2012-08-29
21.3,92.9,108.0,1331.9,2012-08-30
21.5,79.1,11.0,2179.7,2012-08-31
22.9,83.0,0.0,1065.5,2012-09-01
23.2,80.3,0.0,608.9,2012-09-02
24.1,75.7,0.0,378.1,2012-09-03
22.6,86.9,30.0,321.4,2012-09-04
22.6,76.3,18.0,580.3,2012-09-05
18.7,71.2,0.0,506.7,2012-09-06
21.1,69.3,0.0,370.7,2012-09-07
21.4,75.1,32.0,669.6,2012-09-08
19.5,81.3,0.0,712.3,2012-09-09
21.8,71.0,0.0,473.5,2012-09-10
21.1,65.6,0.0,356.8,2012-09-11
20.7,78.1,0.0,258.7,2012-09-12
20.4,90.8,4.0,229.2,2012-09-13
19.1,90.8,5.0,174.7,2012-09-14
20.0,76.6,2.0,196.7,2012-09-15
18.8,76.2,31.0,190.6,2012-09-16
17.7,90.3,75.0,1118.2,2012-09-17
20.5,76.2,0.0,1964.9,2012-09-18
18.9,81.5,2.0,815.9,2012-09-19
18.2,76.0,0.0,479.1,2012-09-20
18.8,80.1,0.0,345.4,2012-09-21
19.1,79.5,0.0,253.8,2012-09-22
18.6,72.2,0.0,233.3,2012-09-23
18.2,66.3,0.0,171.1,2012-09-24
18.5,68.8,0.0,132.1,2012-09-25
17.9,71.2,0.0,123.9,2012-09-26
18.0,78.4,0.0,94.1,2012-09-27
17.9,79.1,0.0,136.6,2012-09-28
15.2,70.0,0.0,79.2,2012-09-29
13.5,76.4,0.0,99.5,2012-09-30
15.2,74.4,0.0,89.4,2012-10-01
16.1,72.8,0.0,59.2,2012-10-02
16.6,67.8,0.0,89.5,2012-10-03
15.8,69.3,0.0,49.2,2012-10-04
16.2,80.5,0.0,63.2,2012-10-05
17.1,75.2,0.0,69.8,2012-10-06
16.2,65.9,0.0,49.6,2012-10-07
14.9,65.8,0.0,49.6,2012-10-08
14.3,73.6,0.0,49.9,2012-10-09
13.3,87.3,3.0,69.8,2012-10-10
11.5,74.7,0.0,41.6,2012-10-11
10.9,70.8,0.0,49.9,2012-10-12
12.0,72.7,0.0,50.1,2012-10-13
12.4,73.4,0.0,30.4,2012-10-14
10.5,66.4,0.0,40.5,2012-10-15
13.7,69.3,0.0,20.9,2012-10-16
12.2,70.7,3.0,41.0,2012-10-17
7.6,63.3,0.0,50.5,2012-10-18
10.2,66.8,0.0,26.2,2012-10-19
12.1,66.8,0.0,36.1,2012-10-20
15.8,70.6,0.0,36.2,2012-10-21
12.3,86.5,34.0,65.7,2012-10-22
9.2,54.3,0.0,65.7,2012-10-23
10.8,71.7,0.0,65.6,2012-10-24
10.9,80.7,0.0,65.9,2012-10-25
12.7,76.6,0.0,46.3,2012-10-26
13.3,88.4,23.0,56.3,2012-10-27
14.4,69.9,0.0,66.0,2012-10-28
9.8,78.8,0.0,75.9,2012-10-29
8.9,62.0,0.0,66.5,2012-10-30
5.9,64.0,0.0,55.9,2012-10-31
5.3,49.3,0.0,51.3,2012-11-01
3.4,58.7,0.0,31.8,2012-11-02
5.7,61.8,0.0,41.8,2012-11-03
11.2,63.4,5.0,61.0,2012-11-04
9.4,83.9,3.0,32.2,2012-11-05
7.6,81.8,6.0,51.1,2012-11-06
8.3,69.6,0.0,41.9,2012-11-07
7.4,82.8,0.0,42.0,2012-11-08
8.1,77.2,0.0,42.0,2012-11-09
10.5,58.7,0.0,52.2,2012-11-10
10.3,68.2,19.0,71.3,2012-11-11
7.2,69.1,2.0,71.5,2012-11-12
4.8,77.4,6.0,118.7,2012-11-13
2.7,58.5,0.0,119.0,2012-11-14
1.8,70.3,0.0,90.4,2012-11-15
2.5,83.7,4.0,99.7,2012-11-16
6.0,70.0,1.0,80.7,2012-11-17
1.4,62.3,0.0,51.8,2012-11-18
3.2,70.0,1.0,80.5,2012-11-19
0.3,63.2,0.0,80.8,2012-11-20
0.3,72.4,0.0,51.6,2012-11-21
2.9,76.8,0.0,71.4,2012-11-22
4.1,70.6,0.0,52.1,2012-11-23
1.0,61.0,0.0,41.9,2012-11-24
0.9,65.2,0.0,62.0,2012-11-25
2.3,61.8,2.0,42.7,2012-11-26
-1.1,51.9,0.0,42.9,2012-11-27
3.7,69.5,1.0,43.5,2012-11-28
0.1,59.6,0.0,43.2,2012-11-29
0.6,56.7,0.0,43.1,2012-11-30
-1.0,52.7,0.0,44.3,2012-12-01
1.3,68.8,0.0,15.6,2012-12-02
1.0,79.6,5.0,53.4,2012-12-03
-2.3,52.8,0.0,33.6,2012-12-04
-2.4,71.3,4.0,43.9,2012-12-05
-7.2,53.0,1.0,35.4,2012-12-06
-4.5,83.1,6.0,27.4,2012-12-07
-7.6,55.6,0.0,16.5,2012-12-08
-10.9,56.8,0.0,13.2,2012-12-09
-11.5,65.9,0.0,45.4,2012-12-10
-10.3,70.7,0.0,16.8,2012-12-11
-9.6,73.5,0.0,26.4,2012-12-12
-6.9,75.7,0.0,26.9,2012-12-13
-0.2,87.2,25.0,63.7,2012-12-14
2.7,95.2,2.0,72.6,2012-12-15
2.3,87.3,0.0,137.5,2012-12-16
0.6,76.9,0.0,137.8,2012-12-17
-5.0,54.1,0.0,101.0,2012-12-18
-7.5,61.8,0.0,81.9,2012-12-19
-5.4,62.8,0.0,82.2,2012-12-20
-1.2,75.1,0.0,55.4,2012-12-21
-1.8,77.3,0.0,37.0,2012-12-22
-6.5,49.3,0.0,74.5,2012-12-23
-9.8,61.0,0.0,46.3,2012-12-24
-6.9,55.3,0.0,28.9,2012-12-25
-11.6,44.8,0.0,36.7,2012-12-26
-8.3,56.8,0.0,38.4,2012-12-27
-3.1,76.3,2.0,47.3,2012-12-28
-0.9,90.4,2.0,39.0,2012-12-29
-6.4,63.3,1.0,38.9,2012-12-30
-11.1,61.4,0.0,11.0,2012-12-31
-6.4,82.0,3.0,43.1,2013-01-01
-9.6,46.0,1.0,49.3,2013-01-02
-15.5,56.4,0.0,19.8,2013-01-03
-15.1,63.7,0.0,23.3,2013-01-04
-11.2,67.4,0.0,0.0,2013-01-05
-8.1,69.1,0.0,42.0,2013-01-06
-8.5,65.9,0.0,32.5,2013-01-07
-7.1,64.5,0.0,7.0,2013-01-08
-9.2,47.0,0.0,51.0,2013-01-09
-11.8,53.0,0.0,7.7,2013-01-10
-8.2,64.8,0.0,16.5,2013-01-11
-2.4,74.5,0.0,25.4,2013-01-12
-3.5,81.8,0.0,31.4,2013-01-13
-4.7,80.4,0.0,43.9,2013-01-14
-5.1,74.0,0.0,18.1,2013-01-15
-3.5,76.8,0.0,44.0,2013-01-16
-4.2,65.7,0.0,1.8,2013-01-17
-6.5,63.5,0.0,18.7,2013-01-18
-1.7,68.2,0.0,11.7,2013-01-19
-0.5,68.3,0.0,36.2,2013-01-20
3.1,83.9,19.0,11.3,2013-01-21
3.0,85.5,4.0,63.0,2013-01-22
2.2,83.0,1.0,79.6,2013-01-23
-0.4,69.8,1.0,21.1,2013-01-24
-7.1,40.5,0.0,17.8,2013-01-25
-8.3,43.2,0.0,37.9,2013-01-26
-7.9,60.7,0.0,22.5,2013-01-27
-4.7,62.9,0.0,30.9,2013-01-28
1.2,71.1,0.0,38.7,2013-01-29
3.6,72.5,0.0,6.5,2013-01-30
5.2,63.0,0.0,14.8,2013-01-31
9.1,80.8,20.0,109.2,2013-02-01
1.0,64.8,0.0,281.8,2013-02-02
-2.4,67.3,2.0,257.4,2013-02-03
0.1,81.2,4.0,233.8,2013-02-04
-1.4,86.8,1.0,160.8,2013-02-05
-0.5,82.3,4.0,118.1,2013-02-06
-8.5,45.5,1.0,101.5,2013-02-07
-11.8,44.4,0.0,67.9,2013-02-08
-10.0,58.5,0.0,51.8,2013-02-09
-4.8,63.3,0.0,90.6,2013-02-10
-6.5,49.5,0.0,69.0,2013-02-11
-4.0,58.4,0.0,57.7,2013-02-12
-2.8,62.1,0.0,65.1,2013-02-13
-0.6,58.3,0.0,41.1,2013-02-14
-0.6,49.4,0.0,48.8,2013-02-15
-4.0,43.7,0.0,26.9,2013-02-16
1.4,44.8,0.0,78.5,2013-02-17
2.6,53.8,0.0,19.8,2013-02-18
-1.2,37.0,0.0,36.7,2013-02-19
-3.6,34.9,0.0,37.4,2013-02-20
-2.1,47.5,0.0,51.2,2013-02-21
0.0,55.1,0.0,16.4,2013-02-22
-1.6,43.4,0.0,0.9,2013-02-23
0.2,53.2,0.0,66.9,2013-02-24
0.9,53.1,0.0,27.2,2013-02-25
3.1,58.6,0.0,4.3,2013-02-26
5.3,62.9,0.0,76.6,2013-02-27
5.4,52.7,0.0,29.8,2013-02-28
2.7,60.5,5.0,27.4,2013-03-01
-1.2,50.2,0.0,65.7,2013-03-02
-0.3,53.1,0.0,58.0,2013-03-03
0.9,62.6,0.0,43.0,2013-03-04
2.5,58.0,0.0,35.2,2013-03-05
4.9,50.7,0.0,74.0,2013-03-06
7.3,71.0,1.0,35.3,2013-03-07
7.8,71.6,0.0,58.6,2013-03-08
13.0,53.5,0.0,27.5,2013-03-09
4.5,39.3,0.0,135.5,2013-03-10
3.0,47.4,0.0,150.9,2013-03-11
6.6,55.9,0.0,158.2,2013-03-12
6.6,83.0,21.0,181.7,2013-03-13
4.9,57.2,0.0,267.0,2013-03-14
4.3,55.4,0.0,233.3,2013-03-15
5.7,43.5,0.0,185.6,2013-03-16
8.2,51.0,2.0,148.8,2013-03-17
8.9,79.0,13.0,210.2,2013-03-18
9.9,61.2,0.0,234.5,2013-03-19
6.1,58.8,4.0,266.3,2013-03-20
0.9,43.1,0.0,235.0,2013-03-21
3.4,58.8,0.0,195.6,2013-03-22
6.4,56.5,0.0,163.3,2013-03-23
5.0,48.8,0.0,196.0,2013-03-24
2.8,51.4,0.0,117.0,2013-03-25
3.4,47.3,0.0,108.4,2013-03-26
5.7,47.0,0.0,131.7,2013-04-11
5.0,51.5,0.0,110.0,2013-04-12
10.6,40.3,0.0,88.1,2013-04-13
10.1,51.8,2.0,131.9,2013-04-14
5.1,49.5,0.0,95.1,2013-04-15
15.4,51.8,0.0,95.4,2013-04-16
12.5,76.6,0.0,88.0,2013-04-17
12.1,51.5,0.0,102.9,2013-04-18
10.5,31.3,0.0,96.1,2013-04-19
5.4,79.4,11.0,80.7,2013-04-20
8.5,57.8,0.0,103.1,2013-04-21
10.6,48.8,0.0,95.9,2013-04-22
10.7,71.5,7.0,87.6,2013-04-23
13.3,68.7,2.0,102.4,2013-04-24
9.6,77.2,5.0,102.0,2013-04-25
10.4,60.7,0.0,124.2,2013-04-26
10.8,59.0,0.0,110.4,2013-04-27
14.9,55.2,0.0,138.9,2013-04-28
14.2,62.9,8.0,117.0,2013-04-29
12.8,45.5,0.0,117.5,2013-04-30
13.0,48.6,0.0,132.5,2013-05-01
11.6,66.1,0.0,89.7,2013-05-02
13.0,59.6,0.0,96.7,2013-05-03
12.5,59.9,0.0,103.7,2013-05-04
14.1,49.5,0.0,61.5,2013-05-05
15.1,45.4,0.0,76.4,2013-05-06
17.7,50.0,0.0,68.9,2013-05-07
18.7,49.0,0.0,54.8,2013-05-08
17.0,62.2,2.0,66.8,2013-05-09
15.3,89.1,18.0,74.2,2013-05-10
17.6,56.6,0.0,74.8,2013-05-11
20.2,54.6,0.0,75.3,2013-05-12
21.3,48.0,0.0,68.6,2013-05-13
19.2,49.8,0.0,54.7,2013-05-14
19.8,50.3,0.0,56.7,2013-05-15
20.2,40.8,0.0,57.2,2013-05-16
17.9,45.3,0.0,18.0,2013-05-17
18.2,57.3,3.0,71.6,2013-05-18
16.1,85.5,17.0,39.9,2013-05-19
16.1,74.3,0.0,99.2,2013-05-20
16.5,60.0,0.0,86.7,2013-05-21
18.9,63.1,0.0,106.5,2013-05-22
22.0,62.2,0.0,74.0,2013-05-23
22.0,62.8,0.0,80.4,2013-05-24
23.9,60.5,0.0,55.2,2013-05-25
24.1,48.2,0.0,55.7,2013-05-26
20.7,70.4,29.0,74.9,2013-05-27
20.7,82.5,11.0,164.5,2013-05-28
17.7,86.0,0.0,259.5,2013-05-29
18.5,63.5,0.0,214.2,2013-05-30
19.5,57.7,0.0,170.6,2013-05-31
20.1,63.8,0.0,124.6,2013-06-01
21.6,56.3,0.0,113.4,2013-06-02
22.1,55.5,0.0,99.6,2013-06-03
22.4,57.8,0.0,74.2,2013-06-04
23.2,60.7,0.0,68.1,2013-06-05
23.9,64.7,0.0,44.2,2013-06-06
24.4,61.0,0.0,63.2,2013-06-07
23.9,60.0,0.0,33.1,2013-06-08
23.4,48.8,0.0,65.3,2013-06-09
24.0,49.5,0.0,28.9,2013-06-10
22.7,58.4,0.0,48.0,2013-06-11
21.0,88.4,3.0,12.5,2013-06-12
22.9,74.8,0.0,68.5,2013-06-13
23.9,76.0,0.0,27.2,2013-06-14
25.0,65.4,0.0,51.7,2013-06-15
24.1,66.9,0.0,17.8,2013-06-16
23.6,66.0,0.0,54.9,2013-06-17
21.7,94.9,78.0,176.2,2013-06-18
23.5,76.8,8.0,561.7,2013-06-19
24.8,69.9,0.0,378.5,2013-06-20
25.6,67.7,0.0,224.5,2013-06-21
25.3,66.2,0.0,157.6,2013-06-22
23.0,72.0,0.0,139.8,2013-06-23
22.4,72.5,0.0,97.6,2013-06-24
24.8,69.8,0.0,98.6,2013-06-25
23.7,75.1,3.0,92.6,2013-06-26
24.3,70.5,1.0,98.7,2013-06-27
23.7,75.5,0.0,140.5,2013-06-28
25.5,70.1,0.0,140.2,2013-06-29
26.5,65.0,0.0,117.4,2013-06-30
26.3,70.1,0.0,101.1,2013-07-01
26.4,76.2,1.0,112.4,2013-07-02
26.4,69.6,1.0,100.8,2013-07-03
26.3,79.6,3.0,126.4,2013-07-04
23.9,88.4,50.0,207.9,2013-07-05
26.2,74.0,0.0,267.2,2013-07-06
24.9,85.0,6.0,197.4,2013-07-07
25.7,87.9,7.0,156.2,2013-07-08
26.3,83.1,0.0,139.1,2013-07-09
27.5,79.2,0.0,138.4,2013-07-10
26.7,81.4,0.0,126.6,2013-07-11
25.8,78.5,0.0,151.1,2013-07-12
25.5,89.5,23.0,192.4,2013-07-13
24.7,89.7,42.0,952.6,2013-07-14
25.7,88.6,7.0,4296.1,2013-07-15
27.9,65.3,0.0,4379.9,2013-07-16
25.1,81.8,21.0,1191.1,2013-07-17
25.9,83.5,2.0,931.0,2013-07-18
26.5,79.1,1.0,681.4,2013-07-19
27.5,70.8,0.0,508.6,2013-07-20
27.9,71.0,0.0,333.5,2013-07-21
27.3,80.7,14.0,1785.4,2013-07-22
26.3,81.5,47.0,2120.6,2013-07-23
26.2,77.9,12.0,1562.4,2013-07-24
26.0,71.0,0.0,1106.9,2013-07-25
26.7,69.0,0.0,628.3,2013-07-26
25.5,71.1,0.0,393.6,2013-07-27
25.4,84.6,2.0,267.6,2013-07-28
27.3,79.5,3.0,208.3,2013-07-29
26.2,75.7,1.0,152.4,2013-07-30
27.0,81.8,87.0,349.5,2013-07-31
27.6,71.5,0.0,416.4,2013-08-01
26.3,84.1,54.0,477.9,2013-08-02
26.5,82.5,2.0,334.9,2013-08-03
26.7,84.4,9.0,252.8,2013-08-04
27.7,77.5,0.0,225.5,2013-08-05
26.8,81.3,1.0,289.3,2013-08-06
27.9,79.3,0.0,217.0,2013-08-07
29.2,78.0,0.0,182.6,2013-08-08
29.6,75.3,2.0,156.7,2013-08-09
26.3,84.6,23.0,212.1,2013-08-10
27.2,77.0,0.0,202.6,2013-08-11
28.1,73.5,0.0,145.8,2013-08-12
28.1,73.8,0.0,128.4,2013-08-13
27.5,73.0,0.0,101.5,2013-08-14
27.8,75.3,0.0,91.7,2013-08-15
28.0,72.0,0.0,73.9,2013-08-16
27.3,71.5,0.0,83.1,2013-08-17
27.3,77.3,0.0,56.5,2013-08-18
27.0,78.5,0.0,59.5,2013-08-19
25.6,63.9,0.0,74.0,2013-08-20
27.5,68.7,0.0,45.2,2013-08-21
27.4,82.8,17.0,91.9,2013-08-22
24.4,92.9,33.0,284.3,2013-08-23
25.5,74.6,0.0,193.3,2013-08-24
24.9,72.0,0.0,147.4,2013-08-25
24.0,67.2,0.0,83.2,2013-08-26
23.9,73.6,0.0,83.5,2013-08-27
25.1,69.6,0.0,56.1,2013-08-28
23.8,89.2,54.0,165.7,2013-08-29
25.2,76.8,0.0,134.6,2013-08-30
23.1,74.8,0.0,111.6,2013-08-31
23.1,71.6,0.0,81.4,2013-09-01
20.6,74.8,0.0,71.8,2013-09-02
18.6,76.9,0.0,63.2,2013-09-03
19.7,67.1,0.0,54.0,2013-09-04
19.7,63.3,0.0,53.9,2013-09-05
18.8,84.3,3.0,44.9,2013-09-06
20.2,80.1,0.0,45.4,2013-09-07
20.0,78.8,0.0,45.6,2013-09-08
20.8,75.7,0.0,44.8,2013-09-09
21.4,82.6,2.0,18.1,2013-09-10
21.1,91.2,19.0,100.3,2013-09-11
22.6,88.5,8.0,73.0,2013-09-12
23.2,88.9,3.0,63.9,2013-09-13
21.2,92.2,38.0,299.5,2013-09-14
21.6,82.5,0.0,502.1,2013-09-15
19.3,73.3,0.0,256.3,2013-09-16
19.8,73.1,0.0,192.5,2013-09-17
21.6,75.8,0.0,109.3,2013-09-18
22.3,68.4,0.0,108.9,2013-09-19
20.9,79.7,0.0,90.7,2013-09-20
21.9,76.9,0.0,72.2,2013-09-21
21.6,62.8,0.0,99.9,2013-09-22
21.7,64.4,0.0,34.7,2013-09-23
20.5,87.8,5.0,72.3,2013-09-24
20.1,70.2,1.0,54.2,2013-09-25
15.8,58.0,0.0,63.3,2013-09-26
15.0,64.9,0.0,53.8,2013-09-27
16.8,76.0,0.0,54.0,2013-09-28
18.0,94.0,40.0,118.4,2013-09-29
21.2,78.0,0.0,210.5,2013-09-30
20.8,74.2,0.0,238.5,2013-10-01
18.9,76.7,0.0,192.8,2013-10-02
14.2,66.5,0.0,128.0,2013-10-03
14.7,75.0,0.0,90.8,2013-10-04
16.5,71.3,0.0,99.8,2013-10-05
19.7,71.8,0.0,72.1,2013-10-06
22.2,76.5,0.0,66.0,2013-10-07
20.1,86.4,6.0,97.3,2013-10-08
20.1,74.1,0.0,90.5,2013-10-09
19.0,85.3,0.0,155.2,2013-10-10
18.0,63.9,0.0,127.8,2013-10-11
13.7,61.0,0.0,81.5,2013-10-12
14.1,74.0,0.0,90.9,2013-10-13
15.3,72.5,0.0,72.2,2013-10-14
13.0,74.3,2.0,63.1,2013-10-15
8.9,68.0,0.0,53.8,2013-10-16
9.0,72.5,0.0,62.9,2013-10-17
11.0,71.3,0.0,44.5,2013-10-18
12.5,74.9,0.0,63.0,2013-10-19
14.4,72.6,0.0,54.4,2013-10-20
14.0,66.1,0.0,45.2,2013-10-21
15.2,55.2,0.0,35.9,2013-10-22
14.3,69.0,0.0,36.0,2013-10-23
12.5,69.5,0.0,35.8,2013-10-24
8.3,57.7,0.0,36.2,2013-10-25
7.3,71.3,0.0,36.2,2013-10-26
7.5,73.8,0.0,36.4,2013-10-27
8.2,76.5,0.0,27.5,2013-10-28
10.4,72.6,0.0,36.4,2013-10-29
10.8,70.3,0.0,27.5,2013-10-30
9.3,74.5,0.0,27.8,2013-10-31
12.0,68.6,0.0,69.9,2013-11-01
12.0,86.3,4.0,35.0,2013-11-02
10.9,85.5,3.0,17.0,2013-11-03
10.3,84.6,0.0,43.9,2013-11-04
9.6,76.2,0.0,26.5,2013-11-05
8.7,88.5,4.0,17.7,2013-11-06
11.5,64.0,0.0,26.2,2013-11-07
6.8,73.2,0.0,44.5,2013-11-08
10.7,75.1,9.0,8.8,2013-11-09
7.6,55.7,3.0,44.2,2013-11-10
2.6,45.0,0.0,26.7,2013-11-11
1.9,52.6,0.0,18.3,2013-11-12
2.0,66.9,0.0,27.0,2013-11-13
3.5,72.7,0.0,26.9,2013-11-14
6.1,80.2,0.0,17.9,2013-11-15
5.0,84.8,0.0,13.7,2013-11-16
5.7,63.6,18.0,15.2,2013-11-17
1.9,51.1,0.0,9.5,2013-11-18
1.6,54.0,0.0,18.1,2013-11-19
1.6,48.1,0.0,27.7,2013-11-20
-0.2,71.3,0.0,10.5,2013-11-21
2.1,70.1,0.0,19.4,2013-11-22
3.2,76.1,0.0,24.7,2013-11-23
5.4,72.1,5.0,33.6,2013-11-24
6.1,71.0,7.0,15.0,2013-11-25
0.7,66.1,0.0,54.3,2013-11-26
0.1,76.4,9.0,45.7,2013-11-27
-3.6,61.8,0.0,54.2,2013-11-28
-1.4,67.0,0.0,28.5,2013-11-29
1.2,76.8,0.0,41.9,2013-11-30
2.3,77.8,0.0,26.9,2013-12-01
0.6,83.2,0.0,33.3,2013-12-02
4.5,71.5,0.0,21.8,2013-12-03
2.5,82.2,0.0,30.5,2013-12-04
3.4,89.1,0.0,30.6,2013-12-05
2.0,58.7,0.0,33.0,2013-12-06
3.1,68.3,0.0,34.5,2013-12-07
2.8,78.8,0.0,26.2,2013-12-08
4.1,89.0,62.0,43.1,2013-12-09
1.1,68.6,0.0,51.4,2013-12-10
-1.0,63.1,1.0,43.1,2013-12-11
-1.8,69.7,4.0,60.0,2013-12-12
-5.7,52.5,0.0,68.5,2013-12-13
-4.2,79.2,0.0,51.8,2013-12-14
-5.9,66.5,0.0,17.7,2013-12-15
-5.2,75.4,0.0,14.8,2013-12-16
-1.6,76.3,0.0,51.7,2013-12-17
2.4,70.7,0.0,34.8,2013-12-18
-2.4,80.1,0.0,22.1,2013-12-19
-4.5,68.3,0.0,43.5,2013-12-20
-2.7,69.8,0.0,43.2,2013-12-21
-4.3,73.0,0.0,19.6,2013-12-22
-1.3,68.5,0.0,19.2,2013-12-23
-4.0,74.5,0.0,44.8,2013-12-24
-2.5,71.6,0.0,19.9,2013-12-25
0.2,75.2,1.0,11.6,2013-12-26
-4.7,56.6,0.0,20.0,2013-12-27
-7.0,55.3,0.0,46.7,2013-12-28
-4.5,63.1,0.0,6.2,2013-12-29
1.8,61.3,0.0,0.0,2013-12-30
1.8,68.9,0.0,46.9,2013-12-31
3.2,55.1,0.0,29.4,2014-01-01
0.7,52.2,0.0,0.0,2014-01-02
0.0,62.3,0.0,29.5,2014-01-03
0.2,72.4,0.0,21.5,2014-01-04
-0.7,67.7,0.0,13.7,2014-01-05
-2.2,66.3,0.0,21.6,2014-01-06
-1.3,72.0,0.0,14.6,2014-01-07
1.2,61.5,0.0,6.9,2014-01-08
-6.2,31.6,0.0,30.9,2014-01-09
-6.9,57.0,0.0,0.0,2014-01-10
-3.0,61.1,0.0,14.9,2014-01-11
-1.9,56.0,0.0,6.4,2014-01-12
-7.1,42.5,0.0,16.7,2014-01-13
-6.6,49.2,0.0,7.9,2014-01-14
-5.4,56.2,0.0,8.7,2014-01-15
-3.7,70.7,0.0,16.8,2014-01-16
-2.9,72.3,0.0,9.5,2014-01-17
-2.7,53.8,0.0,17.3,2014-01-18
-4.5,50.6,0.0,9.5,2014-01-19
-1.6,80.0,3.0,17.9,2014-01-20
-4.4,67.8,0.0,11.0,2014-01-21
